Ingredient id,Ingredient name,Ingredient alias
HBIN034797,Mesotrihydroxypiperi...,mesotrihydroxypiperi...
HBIN034851,methoxycinnamic acid,NA
HBIN035020,methyl-4-o-methylgal...,"3,5-Dihydroxy-4-meth..."
HBIN035075,methylacetate,3002-EP2277565A2; 30...
HBIN035084,Methyl allyl sulfide,methyl allyl sulfide...
HBIN035088,methyl ally tetraslf...,NA
HBIN035138,methylchavicol,CCRIS 1317; MolPort-...
HBIN035142,Methylcinnamate,AIDS039559; ZINC0089...
HBIN035246,methylglyoxal,"Propanal, 2-oxo-; FT..."
HBIN035247,"methyl guaia-1(10),1...",AC1NSYF1; methyl 1-m...
HBIN035263,methylhexadecanate,methyl hexadecanate
HBIN035275,methyl isobutyl keto...,26733-EP2292597A1; 2...
HBIN035602,m-methoxycinnamic ac...,AC1NR68K; ZB002768; ...
HBIN035605,Mnk,WLN: 9V1; 46219_RIED...
HBIN035798,Moslene,1-isopropyl-4-methyl...
HBIN036044,muurolene,"Naphthalene , 1 , 6-..."
HBIN036067,myrcene,7-Methyl-3-methylene...
HBIN036170,Myrizylalkohol,26444-39-3; C08378; ...
HBIN036311,"Naphthalene, 1,2,3,4...","(1R,4aS,8aS)-7-methy..."
HBIN036439,n-butylaldehyde,STL281871; UN1129; B...
HBIN036440,n-butyl allophanate,butyl allophanate; 3...
HBIN036780,Neral,"3,7-DIMETHYL-2,6-OCT..."
HBIN036782,nereistoxin,31382-EP2281812A1; 3...
HBIN036784,Neric acid,"C16461; 3,7-dimethyl..."
HBIN036795,nerol,"3,7-DIMETHYL-2,6-OCT..."
HBIN036812,nervogenic acid,AK241791; BG00981930...
HBIN036819,neryl acetate,"3, 6-octadienyl acet..."
HBIN036826,Neryl propionate,"3,7-Dimethyl-1-propa..."
HBIN037004,ningpogenin,NA
HBIN037007,ningpogoside a,NA
HBIN037008,ningpogoside b,NA
HBIN037009,ningposide a,NA
HBIN037010,ningposide b,"[(2R,3R,4R,5R,6S)-5-..."
HBIN037011,ningposide c,NA
HBIN037012,ningposide d,NA
HBIN037043,(-)-nissolin,(-)-Nissolin; CHEBI:...
HBIN037160,n-nonane,InChI=1/C9H20/c1-3-5...
HBIN037161,n-nonanol,AC1Q2W9K; 4-01-00-01...
HBIN037187,n-octane,15416-EP2275407A1; 1...
HBIN037220,nonacosane,UNII-IGL1697BK1; CHE...
HBIN037251,nonane,InChI=1/C9H20/c1-3-5...
HBIN037254,nonanoic acid,bmse000499; Nonansae...
HBIN037499,n-propanol,2537-EP2371797A1; 1-...
HBIN037790,octanal,AC1L9PIF; MOLI001867
HBIN037795,octanoic acid,octanoic acid ; O-oc...
HBIN037796,octanol,ACMC-20apgg; AI3-372...
HBIN037803,OCTENAL,ZINC02013450; 2-Octe...
HBIN037816,o-Cymol,EINECS 246-674-1; Be...
HBIN038398,o-Thymol,5-isopropyl-2-methyl...
HBIN038424,OXA,Ethanol standards 10...
HBIN038534,OYA,n-Octylal; BRN 17440...
HBIN038555,pachyman,NA
HBIN038680,palmitic acid,HSDB 5001; FEMA No. ...
HBIN038834,Paradol,1-(4-Hydroxy-3-metho...
HBIN038849,paravallarine,CHEBI:67712; Paraval...
HBIN039004,p-Cymen-8-ol,AI3-00732; p-cymen-8...
HBIN039006,p-cymene,LMPR0102090014; p-me...
HBIN039224,perilal,AOVAKEPXEOVCEW-MGCOH...
HBIN039228,Perilla ketone,Purple Mint Plant Is...
HBIN039336,Peruviol,"1,6,10-Dodecatrien-3..."
HBIN039427,phellatin,Phellatin; LMPK12111...
HBIN040040,pipecolic acid,pipecolic acid ; pip...
HBIN040291,p-menth-2-en-7-ol,AC1NSXYY; [(4R)-4-pr...
HBIN040329,p-methoxycinnamic ac...,p-methoxycinnamicaci...
HBIN040347,p-Ocimene,"3,7-Dimethylocta-1,3..."
HBIN040583,poriferast-5-en-3bet...,"(3S,8S,9S,10R,13R,14..."
HBIN040831,propapyriogeninA2,DTXSID20331681; Prop...
HBIN040840,propionaldehyde,36833-66-6; UN1275; ...
HBIN040842,propionicacid,DTXSID10591636; TX-0...
HBIN040959,Proximadiol,"(1R,4aR,7R,8aR)-7-(2..."
HBIN041225,PTL,FEMA Number 3098; n-...
HBIN041914,(R)-(-)-alpha-Phella...,(5R)-2-methyl-5-prop...
HBIN042243,Rhodinol (6CI),6812-78-8; EINECS 22...
HBIN042339,(R)-linalool,Spectrum5_000393; KB...
HBIN042501,(R)-p-Menth-1-en-4-o...,20126-76-5; (&#8722;...
HBIN042714,(S)-5-Hydroxy-1-(4-h...,23513-15-7; (5S)-5-h...
HBIN042761,safrole,saf role
HBIN042762,Safynol,safynol; AC1O5XQ1; L...
HBIN042875,(S)-(+)-alpha-Phella...,C11391; (5S)-2-methy...
HBIN043066,santamarin,"Santamarin; (3aS)-2,..."
HBIN043459,scrohularin,NA
HBIN043464,scrophuloside b4,NA
HBIN043938,shogaol,HY-14616; (e)-1-(4-h...
HBIN043939,shogasulfonicacid a,shogasulfonic acid a
HBIN043940,shogasulfonicacid b,NA
HBIN043941,shogasulfonicacid c,NA
HBIN043942,shogasulfonicacid d,NA
HBIN043947,Shyobunone,"(2S,3S,6S)-3-ETHENYL..."
HBIN044636,"(S)-p-Mentha-1,8-die...",ST5308426; (S)-4-Iso...
HBIN044918,stigmasterol,"(3beta,22E)-Stigmast..."
HBIN045029,"Styrene, 3,4-dimethy...","4-ETHENYL-1,2-DIMETH..."
HBIN045118,Sulcatone,BRN 1741705; C07287;...
HBIN045577,tau-cadinol,NA
HBIN045937,Tereben,1-Methyl-4-(1-methyl...
HBIN045948,terinen-4-ol,NA
HBIN045966,Terpilene,99-86-5; .alpha.-Ter...
HBIN045972,()-Terpinen-4-ol,(S)-1-Isopropyl-4-me...
HBIN045973,terpinen-4-ol,LS-2615; 1-methyl-4-...
HBIN045980,terpinolene,DSSTox_CID_7222; .al...
HBIN045981,terpinyl acetate,TR-037878; KB-60724;...
HBIN046367,thujene,AC1O53Q0; Bicyclo[3....
HBIN046387,thymol,AIDS017743; Thymol (...
HBIN046405,THZ,NCGC00091399-01; EIN...
HBIN046493,TMH,"(1R,5R)-2-Pinene; (+..."
HBIN046497,T-Muurolol,"t-muurolol; (1S,4S,4..."
HBIN046523,toluene,941-EP2316832A1; Tol...
HBIN046798,trans-p-2-Menthen-1-...,"(1S,4R)-4-isopropyl-..."
HBIN046860,trans-Verbenol,EINECS 217-335-5; 18...
HBIN046867,TRD,LMFA11000001; Tridek...
HBIN046986,tricyclene,"1,7,7-Trimethyltricy..."
HBIN046993,tricyclodehydroisohu...,AC1L9DNW; Tricyclode...
HBIN047012,TRIDECANONE,tridecanone; Hendecy...
HBIN047528,undecanal,Undecylic aldehyde; ...
HBIN047738,vanillic acid,CJ-02984; CHEBI:1663...
HBIN047744,vanillin,Methylprotocatechuic...
HBIN048330,WLN: 4OVR,benzoic acid butyl e...
HBIN048460,Xanthorrhizol,"5-[(1R)-1,5-dimethyl..."
HBIN048841,(Z)-calamenene,"(1S,4S)-1,6-dimethyl..."
HBIN048846,(z)-citral,"3,7-DIMETHYL-2,6-OCT..."
HBIN048920,ZINC00388662,NA
HBIN048923,ZINC00394787,NA
HBIN048935,ZINC01609418,(2R)-6-methyl-2-[(1R...
HBIN048952,ZINC02040970,"(3R,6E)-3,7,11-trime..."
HBIN048956,ZINC02140511,NA
HBIN048972,ZINC04026824,STOCK1N-11578
HBIN048989,zingerone,AK164347; Tox21_3024...
HBIN048992,zingiberene,CHEMBL479020; 495-60...
HBIN048994,zingiberol,1-(4A-METHYL-8-METHY...
HBIN048995,zingiberone,2-methyl-6-(4-methyl...
HBIN049041,z-nerolidol,NA
HBIN049050,zonarene,NA
HBIN049070,zygacine,NA
HBIN049090,"(Z,Z)-alpha-farnesen...","CHEBI:39239; (3Z,6Z)..."
HBIN049119,γ-elemene,"O-Menth-8-ene, 4-iso..."
HBIN049154,γ-muurolene,(+)-gamma-muurolene;...
HBIN049168,γ-terpinene,γ- terpinene
HBIN049176,Δ1(7)-menthene,NA
HBIN049187,Δ3-menthene,NA
HBIN049221,δ-selinene,delta-Selinene; δ-Se...
HBIN013562,"8-[[(2S)-3,3-dimethy...","8-[[(2S)-3,3-dimethy..."
HBIN013801,"8-isopropylidene-1,5...","(1Z,5Z)-8-isopropyli..."
HBIN018278,beta-sitosterol,24.alpha.-Ethylchole...
HBIN024524,D-synephrine,(-)-Oxedrine; NCGC00...
HBIN029190,Hesperetin,BSPBio_000168; KBio1...
HBIN029196,hesperidin,Hesperetin 7-O-rutin...
HBIN033428,L-Limonen,(4S)-1-methyl-4-prop...
HBIN034509,Marmin,"7-(6',7'-Dihydroxyge..."
HBIN036067,myrcene,7-Methyl-3-methylene...
HBIN036366,naringenin,"(2S)-5,7-dihydroxy-2..."
HBIN036380,naringin,(2S)-5-hydroxy-2-(4-...
HBIN036381,Narirutin,C09793; (2S)-5-hydro...
HBIN036642,neohesperidin,13241-33-3; (2S)-7-[...
HBIN037127,n-methyltyramine,Methyl-4-tyramine; 3...
HBIN037128,n-methyl tyramine-o-...,N-methyltyramine-O-α...
HBIN037171,nobiletin,Spectrum4_001020; 38...
HBIN037174,nobilin,BDBM50433432; CHEMBL...
HBIN037281,(-)-nopinene,"(1S,5S)-6,6-dimethyl..."
HBIN037638,obaculactone,DTXSID8045985; DSSTo...
HBIN037640,Obacunoic acid,751-29-1; obacunoic ...
HBIN040347,p-Ocimene,"3,7-Dimethylocta-1,3..."
HBIN043809,seselin,"8,8-Dimethyl-2H,8H-p..."
HBIN043810,sesguoiaflavone,"5,7-dihydroxy-8-[2-h..."
HBIN044078,Sinensetin,API0004181; Pedaliti...
HBIN044087,sinigrin,SINIGRIN_qt
HBIN045039,subaphylline,Subaphylline; (2E)-N...
HBIN045043,suberenon,7-Methoxy-6-(3-oxo-1...
HBIN047240,tritriacontanol,CTK0G2974; Tritriaco...
HBIN048861,Zeaxanthin,ZINC21985086; LMPR01...
HBIN048863,zederone,CHEBI:80915; 7727-79...
HBIN048982,ZINC05224268,NCGC00142532-01
HBIN000391,11-deoxyglycyrrhetic...,11-Deoxyglycyrrhetin...
HBIN000905,12-methyltetradecano...,12-methyltetradecano...
HBIN001196,"1,3-dihydroxy-8,9-di...","1,3-dihydroxy-8,9-di..."
HBIN001197,"1,3-dihydroxy-9-meth...","1,3-dihydroxy-9-meth..."
HBIN001683,"1-(5-hydroxy-2,2-dim...","(E)-1-(5-hydroxy-2,2..."
HBIN002087,18alpha-glycyrrhetin...,J-008025; A-GLYCYRRH...
HBIN002089,18α-hydroxyglycyrrhe...,18α-hydroxy glycyrrh...
HBIN002095,18beta-glycyrrhetini...,AJ-72559; Rhetinic A...
HBIN002713,1-Methoxyficifolinol,"AIDS-096029; (6aR,11..."
HBIN002717,1-Methoxyphaseollidi...,AIDS-096030; AIDS096...
HBIN003221,"(1S,2S)-1,2-dimethyl...","cyclopentane, 1,2-di..."
HBIN003537,21987_FLUKA,"(1S,3R)-cis-4-Carene..."
HBIN003683,22β-acetylglabric ac...,NA
HBIN003712,"2,2-DIMETHYLPENTANE",EINECS 209-680-5; Pe...
HBIN003876,"2-(3,4-dihydroxyphen...","2-(3,4-dihydroxyphen..."
HBIN004066,"2,3-dimethylhexane","2,3-dimethyl-hexane"
HBIN004155,"2-[(3R)-8,8-dimethyl...","2-[(3R)-8,8-dimethyl..."
HBIN004213,"2,4,4'-trihydroxycha...","(E)-3-(2,4-Dihydroxy..."
HBIN004397,24-Hydroxy-11-deoxyg...,24-hydroxy-11-deoxyg...
HBIN004409,24-Hydroxyglycyrrhet...,24-hydroxyglycyrrhet...
HBIN004636,"2,5-dihydroxymethyl-...","2,5-Anhydro-2,5-imin..."
HBIN004827,"2,6,10-trimethyl-dod...","2,6,10- trimethyl-Do..."
HBIN005018,"2',7-Dihydroxy-4'-me...",NA
HBIN005450,2-Caren-10-al,NA
HBIN005625,2-Ethyl-p-xylene,"1758-88-9; Benzene, ..."
HBIN005662,2-heptanone,FT-0612484; Methyl A...
HBIN005940,"2-Methyl-1,3,6-trihy...",W2785; 87686-86-0; A...
HBIN006004,2-methyl-5-propyl no...,2-methyl-5-propyl -n...
HBIN006008,2-methyl-6-ethyl dec...,NA
HBIN006356,"(2R)-1-[2,4-dihydrox...",NA
HBIN006363,"(2R)-2-[3,4-dihydrox...","(2R)-2-[3,4-dihydrox..."
HBIN006533,(2R)-7-hydroxy-2-[4-...,(2R)-7-hydroxy-2-[4-...
HBIN006534,(2R)-7-hydroxy-2-(4-...,ZINC00519174; (2R)-7...
HBIN006585,(2S)-2-[4-hydroxy-3-...,157414-03-4
HBIN006773,"(2S)-6-(2,4-dihydrox...","6-(2,4-Dihydroxyphen..."
HBIN006789,(2S)-7-hydroxy-2-(4-...,31524-62-6; (2S)-7-h...
HBIN006833,2-Tetradecanone,Tetradecan-2-one; 23...
HBIN006998,"3,22-Dihydroxy-11-ox...",123914-44-3; Olean-1...
HBIN007021,"3-(2,4-dihydroxyphen...","3-(2,4-dihydroxyphen..."
HBIN007042,3-(2-hydroxy-4-metho...,3-(2-hydroxy-4-metho...
HBIN007125,"3-(3,4-dihydroxyphen...","3-(3,4-dihydroxyphen..."
HBIN007191,"3,3-Dimethylpentane",562-49-2; InChI=1/C7...
HBIN007192,"3,3'-dimethylquercet...","Flavone, 4',5,7-trih..."
HBIN007212,"3,4,3',4'-Tetrahydro...",NA
HBIN007313,"3-[4,6-dihydroxy-2-m...","3-[4,6-dihydroxy-2-m..."
HBIN007332,"3,4-dicaffeoyl-5-(3-...","3,4-dicaffeoyl-5-(3-..."
HBIN008213,3β-formylglabrolide,NA
HBIN008534,3-Ethylpentane,617-78-7; NSC 74151;...
HBIN008674,3'-Hydroxy-4'-O-Meth...,NA
HBIN008713,3-Hydroxyglabrol,AIDS-096008; AC1NSWI...
HBIN008715,3-hydroxyglabrol (ii...,3-hydroxyglabrol(ii)
HBIN008831,3'-Methoxyglabridin,AC1NSY37; 3'-methoxy...
HBIN008897,"3-methyl-6,7,8-trihy...","AG-H-07031; 7,8-Dihy..."
HBIN008944,3-methylheptane,3-methyl heptane
HBIN008949,3-methylhexane,3-methyl hexane; 3-m...
HBIN008962,3-Methylpentane,96-14-0; NSC 66497; ...
HBIN009025,3-o-acetyl-glycyrrhe...,NA
HBIN009235,3-o-[β-d-glucuronopy...,NA
HBIN009594,"(3S)-2,3-dimethylpen...",NA
HBIN009773,"3'-(γ,γ-dimethylally...","3'(γ,γ-dimethylallyl..."
HBIN009854,"4,2',4',alpha-Tetrah...",NA
HBIN010407,4H-1-Benzopyran-4-on...,"(2S)-5,7-dihydroxy-2..."
HBIN010785,4'-o-methylglabridin,CHEMBL511536; SCHEMB...
HBIN010879,"(4S)-2,4-dimethylhex...",NA
HBIN011105,"5,6,7,8-Tetrahydro-2...","5,6,7,8-tetrahydro-2..."
HBIN011106,"5,6,7,8-Tetrahydro-4...","5,6,7,8-Tetrahydrole..."
HBIN011272,"5,7-dihydroxy-3-(2-h...","5,7-dihydroxy-3-(2-h..."
HBIN011278,"5,7-dihydroxy-3-(4-m...","5,7-dihydroxy-3-(4-m..."
HBIN012104,"6,8-bis(c-β-glucosyl...",NA
HBIN012604,6″-O-acetylliquiriti...,NA
HBIN012759,6-prenylated eriodic...,NA
HBIN012887,"7,2',4'-trihydroxy－5...",NA
HBIN012928,"7,4'-Dihydroxyflavon...","4',7-Dihydroxyflavon..."
HBIN013015,7-Acetoxy-2-methylis...,STOCK1N-08402; Oprea...
HBIN013209,7-hydroxy-2-[4-hydro...,7-hydroxy-2-[4-hydro...
HBIN013215,7-hydroxy-2-methyl-3...,ST5071688; 7-hydroxy...
HBIN013310,7-Methoxy-2-methyl i...,7-methoxy-2-methyl-3...
HBIN013572,8-(6-hydroxy-2-benzo...,8-(6-hydroxy-1-benzo...
HBIN013807,8-methoxy-5-o-glucos...,8-methoxy-2-phenyl-5...
HBIN013823,8-methyl-10-hydroxyl...,NA
HBIN013880,8-prenylated eriodic...,NA
HBIN013888,8-Prenylwighteone,"5,7-dihydroxy-3-(4-h..."
HBIN015470,α-cubebol,alpha-cadinol; a-Cad...
HBIN015737,alpha-trihydroxy cop...,"2-methyl-6-[(5S,10S)..."
HBIN015954,amylum,ARGO brand corn star...
HBIN016080,anethole,25679-28-1; Spectrum...
HBIN016489,apioglycyrrhizin,NA
HBIN016490,apioglycyrrhizin_qt,NA
HBIN016566,Araboglycyrrhizin,araboglycyrrhizin
HBIN016567,Araboglycyrrhizin_qt,NA
HBIN016568,Arachic acid,n-Eicosanoic acid; I...
HBIN016994,Artonin E,"4H,8H-Benzo(1,2-b:3,..."
HBIN017212,astragalin,"5,7-dihydroxy-2-(4-h..."
HBIN017931,berniarin,NA
HBIN018136,beta-Glycyrrhetinic ...,BRN 2956366; 3-beta-...
HBIN018278,beta-sitosterol,24.alpha.-Ethylchole...
HBIN018337,beta-Terpinene,1-isopropyl-4-methyl...
HBIN019035,BuOH,CCRIS 4321; Butanol ...
HBIN019111,butylated hydroxytol...,HMS2231M22; SpecPlus...
HBIN019425,calycosin,HSDB 8109; 7-hydroxy...
HBIN019894,Castanin,Afrormosin; C10199; ...
HBIN021558,Corylifolinin,Isobavachalcone; CHE...
HBIN022166,"Cyclobutanol, 1-ethy...",84256-19-9; 1-ethyl-...
HBIN022581,Daidzein dimethyl et...,4H-1-Benzopyran-4-on...
HBIN022815,DBP,NSC 6370; KBio2_0025...
HBIN023041,dehydroglyasperins C,NA
HBIN023519,DFV,"4',7-Dihydroxyflavan..."
HBIN023623,DIBP,ST5405544; diisobuty...
HBIN023635,dibutyl uralsaponin ...,NA
HBIN024079,dimethyl sebacate,"Sebacic acid, dimeth..."
HBIN024361,Docosyl caffeate,"docosyl (E)-3-(3,4-d..."
HBIN024593,"(e)-1-[2,4-dihydroxy...","(e)-1-[2,4-dihydroxy..."
HBIN024594,"(e)-1-[2,4-dihydroxy...","(e)-1-[2,4-dihydroxy..."
HBIN024595,"(E)-1-[2,4-dihydroxy...",NA
HBIN024596,"(E)-1-[2,4-dihydroxy...","(E)-1-[2,4-Dihydroxy..."
HBIN024597,"(E)-1-(2,4-dihydroxy...","(E)-1-(2,4-dihydroxy..."
HBIN024598,"(E)-1-(2,4-dihydroxy...",NA
HBIN024617,(E)-1-butoxyhex-2-en...,"2-Hexene, 1-butoxy-,..."
HBIN024662,"(E)-3-[3,4-dihydroxy...",NA
HBIN024749,EB,68908-88-3; Aethylbe...
HBIN024796,echinatin,NA
HBIN024853,(E)-dodec-2-ene,68991-52-6; (2E)-2-D...
HBIN025952,ethyl-n-buthy-uralsa...,NA
HBIN026022,euchrenone,NA
HBIN026243,Eurycarpin A,"eurycarpin a; 3-[2,4..."
HBIN026465,ferulic acid,(E)-3-(4-hydroxy-3-m...
HBIN026662,formononetin,Oprea1_815287; AIDS0...
HBIN026663,formononetin-7-gluco...,NA
HBIN026977,gadelaidic acid,506-31-0; (9E)-icos-...
HBIN027159,gamma-sitosterol,"(3S,8R,9R,10S,13R,14..."
HBIN027172,Gancaonin A,"5,7-Dihydroxy-4'-met..."
HBIN027173,Gancaonin B,gancaonin b; DTXSID6...
HBIN027174,Gancaonin C,"5,7-dihydroxy-8-[(E)..."
HBIN027175,Gancaonin D,"5,7-dihydroxy-3-(3-h..."
HBIN027176,gancaonin e,AC1LA3E4; CTK4B4006;...
HBIN027177,gancaonin f,LMPK12090043; Gancao...
HBIN027178,Gancaonin G,5-hydroxy-3-(4-hydro...
HBIN027179,Gancaonin H,"5,7,8'-Trihydroxy-2'..."
HBIN027180,Gancaonin I,AIDS-095916; CHEMBL3...
HBIN027185,Gancaonin P,"129145-54-6; 2-(3,4-..."
HBIN027186,gancaonin p-3'-methy...,3'-O-Methylgancaonin...
HBIN027187,Gancaonin Q,134958-52-4; AIDS-09...
HBIN027188,Gancaonin R,"5-[2-(3,4-dihydroxyp..."
HBIN027189,Gancaonin S,"4-{2-[2,4-Bis((2E)-3..."
HBIN027190,gancaonin T,gancaonin t
HBIN027191,Gancaonin U,AIDS095965; gancaoni...
HBIN027192,Gancaonin V,AIDS-095964; AIDS095...
HBIN027193,gancaonin x,NA
HBIN027226,ganoderic acid A,ganoderic acid a
HBIN027842,Glabranin,"(2S)-5,7-dihydroxy-8..."
HBIN027847,Glabrene,8-(7-hydroxy-2H-chro...
HBIN027849,Glabridin,AIDS-096010; 59870-6...
HBIN027855,glabrol,NA
HBIN027856,glabrolide,NA
HBIN027857,Glabrone,7-hydroxy-3-(5-hydro...
HBIN027957,Glepidotin A,"8-(3,3-Dimethylallyl..."
HBIN027958,Glepidotin B,87440-56-0; C09753; ...
HBIN027962,glisoflavanone,"BDBM50134719; 3-[2,4..."
HBIN027988,gloeosteretriol,NA
HBIN028048,glucuronic acid,ZINC3869801; CHEBI:2...
HBIN028077,glyarallin b,NA
HBIN028078,Glyasperin A,"3,5,7-trihydroxy-2-[..."
HBIN028079,glyasperin B,glyasperin b
HBIN028080,Glyasperin C,4-[(3R)-7-hydroxy-5-...
HBIN028082,glyasperin E,glyasperin e
HBIN028083,glyasperin F,glyasperin f
HBIN028086,glyasperins D,NA
HBIN028087,Glyasperins K,NA
HBIN028088,Glyasperins M,NA
HBIN028089,glyasperins Z,NA
HBIN028174,Glycycoumarin,AIDS-060354; MolPort...
HBIN028176,glycyphyllin,LMPK12120516
HBIN028177,Glycyram,NSC-167409; EINECS 2...
HBIN028180,Glycyrin,CTK2F4785; UNII-994B...
HBIN028181,Glycyrol,MLS000697623; C16968...
HBIN028182,glycyroside,Glycyroside; LMPK120...
HBIN028184,glycyrrhetinic acid,beta-Glycyrrhetic ac...
HBIN028185,glycyrrhetol,"(18alpha)-3beta,30-D..."
HBIN028186,glycyrrhisoflavanone,7-hydroxy-3-(8-hydro...
HBIN028187,glycyrrhisoflavone,AC1NSW0I; SCHEMBL128...
HBIN028188,Glycyrrhiza flavonol...,NA
HBIN028189,glycyrrhiza-flavonol...,"3,5,7-trihydroxy-2-(..."
HBIN028190,glycyrrhizic acid,glycyrrhizicacid; CS...
HBIN028191,glycyrrhizin,"(2S,3S,4S,5R,6R)-6-[..."
HBIN028193,glyeurysaponin,NA
HBIN028195,glyinflanin A,NA
HBIN028197,Glypallichalcone,(E)-3-(4-hydroxy-2-m...
HBIN028202,glyurallin a,NA
HBIN028204,glyuranolide,Glyuranolide; methyl...
HBIN028208,glyyunnanprosapogeni...,"AC1NSW0R; (2S,3S,4S,..."
HBIN028214,Glyzaglabrin,"7,2'-Dihydroxy-3',4'..."
HBIN028215,gmelofuran,"5,5abeta,6,7-Tetrahy..."
HBIN029092,Heptan,Eptani [Italian]; CH...
HBIN029234,HEX,52766_FLUKA; ST52143...
HBIN029419,Hirsutrin,"2-(3,4-dihydroxyphen..."
HBIN029422,Hispaglabridin A,AIDS096018; 4-((R)-8...
HBIN029423,Hispaglabridin B,3386OSM882; CHEMBL46...
HBIN029430,hispidulin,"447H887; 5,7,4'-trih..."
HBIN029445,HMO,3-(4-hydroxyphenyl)-...
HBIN029973,ICO,1H-Indole-3-carboxyl...
HBIN029974,icos-5-enoic acid,(E)-icos-5-enoic aci...
HBIN030134,Inermine,C10502; (-)-Maackiai...
HBIN030137,Inflacoumarin A,7-hydroxy-4-(4-hydro...
HBIN030738,isoflavone,genistein(1-); 5-hyd...
HBIN030769,isoglabrolide,NA
HBIN030772,isoglycycoumarin,NA
HBIN030773,Isoglycyrol,"1H,7H-Benzofuro(3,2-..."
HBIN030780,isogosferol,9-((2-Hydroxy-3-meth...
HBIN030782,isograbrol,NA
HBIN030800,ISOHEPTANE,NSC 24840; D 726; EI...
HBIN030802,Isohexane,107-83-5; WLN: 3Y1 &...
HBIN030868,Isolicoflavonol,LMPK12111984; 94805-...
HBIN030869,isoliensinine,"7-Isoquinolinol, 1,2..."
HBIN030895,isoliquiriligenin,NA
HBIN030896,isoliquiritigenin,HCC; KBio2_000625; S...
HBIN030898,isoliquiritin,MolPort-001-742-630;...
HBIN030899,isolobelanine,NA
HBIN031000,Isoononin,"7-methoxy-3-[4-[(2S,..."
HBIN031002,isoorientin,isoorientin 7-olate;...
HBIN031102,isoquercitrin,BDBM84979; FT-062750...
HBIN031109,Isoramanone,"1-[(3S,12R,14S,17S)-..."
HBIN031114,isorhamnetin,3'-O-Methylquercetin...
HBIN031221,isoschaftoside,Apigenin 6-C-alpha-L...
HBIN031319,Isotrifoliol,"529JR7020Z; 3,9-dihy..."
HBIN031320,isotrilobine,CHEMBL503363; SMR001...
HBIN031345,Isoviolanthin,"7,4'-Dihydroxyflavon..."
HBIN031404,Izoforon,"NSC4881; 3,5,5-trime..."
HBIN031446,Jaranol,4H-1-Benzopyran-4-on...
HBIN031753,kaempferol,TNP00039; nchembio.2...
HBIN032060,Kanzonol E,NA
HBIN032061,Kanzonol F,kanzonol f
HBIN032063,Kanzonol H,152511-46-1; 4-[(3R)...
HBIN032066,kanzonol k,NA
HBIN032067,kanzonol l,NA
HBIN032073,kanzonols K,NA
HBIN032074,kanzonols L,NA
HBIN032075,kanzonols T,NA
HBIN032076,kanzonols W,NA
HBIN032077,kanzonols X,NA
HBIN032082,Kanzonol Z,kanzonolz
HBIN032101,Karenzu DK2,SPECTRUM1505311; Spe...
HBIN032583,(L)-alpha-Terpineol,(S)-(-)-alpha-terpin...
HBIN032874,lensinine,NA
HBIN033076,Licoagrocarpin,NA
HBIN033083,Licoagroisoflavone,4-Hydroxy-6-(4-hydro...
HBIN033085,licoagropin,NA
HBIN033090,licobenzofuran,Liconeolignan; 82209...
HBIN033091,licobichalcone,NA
HBIN033093,licochalcone a,AIDS-060352; D08GEN;...
HBIN033094,Licochalcone B,licochalcone b; AIDS...
HBIN033095,licochalcone C,licochalcone c
HBIN033096,licochalconeD,licochalcone d
HBIN033098,licochalcone G,NA
HBIN033099,Licocoumarone,ZINC3648307; SCHEMBL...
HBIN033101,Licoflavone,BDBM50325942; ZINC15...
HBIN033105,Licoflavonol,"licoflavonol; 3,5,7-..."
HBIN033106,licofuranocoumarin,"6-(2,4-dihydroxyphen..."
HBIN033107,licoisoflavanone,NA
HBIN033108,licoisoflavaone,NA
HBIN033109,Licoisoflavone,"66056-19-7; 3-[2,4-d..."
HBIN033110,Licoisoflavone B,"5,7-dihydroxy-3-(5-h..."
HBIN033111,licoleafol,LMPK12140410; (2S)-5...
HBIN033112,Liconeolignan,Licobenzofuran; 8220...
HBIN033114,licopyranocoumarin,AC1L3VDZ; GU 7; 3-(3...
HBIN033115,Licorice glycoside A,licorice glycoside a
HBIN033121,licorice glycoside E,licorice glycoside e
HBIN033124,licoricesaponin a3,NA
HBIN033125,licoricesaponin b2,NA
HBIN033126,licorice-saponin B2,NA
HBIN033127,licoricesaponin c2,"Olean-11,13(18)-dien..."
HBIN033128,licorice-saponin C2,NA
HBIN033129,licorice-saponin C2_...,"3β-hydroxyolean-11,1..."
HBIN033130,licoricesaponin d3,NA
HBIN033131,licoricesaponin e2,NA
HBIN033132,licoricesaponine a3,"AC1O3DKE; (2S,3S,4S,..."
HBIN033134,licoricesaponine c2,"AC1O3DKK; (2S,3S,4S,..."
HBIN033135,licoricesaponine d3,NA
HBIN033136,licoricesaponine f3,NA
HBIN033137,licoricesaponine g2,NA
HBIN033138,licoricesaponine h2,NA
HBIN033139,licoricesaponine j2,"AC1O3DKN; (2S,3S,4S,..."
HBIN033140,licoricesaponine k2,NA
HBIN033141,licoricesaponin f3,NA
HBIN033142,licorice-saponin F3,NA
HBIN033143,licorice-saponin F3_...,NA
HBIN033144,licoricesaponin g2,NA
HBIN033145,licorice-saponin G2,NA
HBIN033146,licorice-saponin G2_...,NA
HBIN033147,licoricesaponinh2,licoricesaponin h2
HBIN033148,licorice-saponin H2,NA
