Mol ID,Molecule Name,MW,AlogP,Hdon,Hacc,OB (%),Caco-2,BBB,DL,FASA-,HL
MOL000513,"3,4,5-trihydroxybenzoic acid",170.13,0.63,4,5,31.69,-0.09,-0.54,0.04,0.41,11.78
MOL000551,Hederagenol,472.78,5.33,3,4,22.42,0.10,-0.51,0.74,0.23,
MOL000775,EEE,88.12,0.37,0,2,45.02,1.07,1.26,0.00,0.21,11.64
MOL000875,Cedrol,222.41,3.16,1,1,16.23,1.35,1.46,0.12,0.24,
MOL000842,sucrose,342.34,-4.31,8,11,7.17,-2.89,-6.67,0.23,0.20,
MOL000876,"(6R,10R)-6,10,14-trimethylpentadecan-2-one",268.54,6.20,0,1,23.30,1.41,1.35,0.10,0.23,
MOL001219,Satol,268.54,6.91,1,1,27.27,1.34,0.97,0.11,0.17,
MOL005089,Oxypaeoniflorin,496.51,-1.55,6,12,8.38,-1.62,-2.33,0.78,0.33,
MOL007465,10-Methylnonadecane,282.62,9.29,0,0,10.28,1.84,1.79,0.12,0.16,
MOL008707,Ethylisobutyrate,116.18,1.50,0,2,83.67,1.24,1.49,0.01,0.27,11.14
MOL000105,protocatechuic acid,154.13,0.90,3,4,25.37,0.10,-0.17,0.04,0.43,
MOL000114,vanillic acid,168.16,1.15,2,4,35.47,0.43,0.09,0.04,0.34,11.62
MOL001281,L-alpha-Palmitin,330.57,5.57,2,4,26.66,0.30,-0.42,0.22,0.17,
MOL001385,9-Oxononanoic acid,172.25,1.92,1,3,19.60,0.18,-0.36,0.03,0.24,
MOL001452,protocatechualdehyde,138.13,1.06,2,3,38.35,0.43,0.21,0.03,0.42,11.93
MOL001492,Ethyl icosanoate,340.66,8.79,0,2,16.67,1.40,1.18,0.25,0.18,
MOL001729,Crysophanol,254.25,2.76,2,4,18.64,0.62,-0.20,0.21,0.44,
MOL001739,zoomaric acid,254.46,5.92,1,2,35.78,1.18,0.88,0.10,0.24,5.29
MOL001744,uracil,112.10,-1.01,2,4,42.53,0.05,-0.08,0.02,0.00,11.77
MOL001755,24-Ethylcholest-4-en-3-one,412.77,8.18,0,1,36.08,1.46,1.22,0.76,0.25,5.49
MOL001757,GUN,151.15,-0.69,4,5,42.45,-0.17,-0.57,0.04,0.28,13.23
MOL001788,adenine,135.15,-0.58,3,4,62.81,-0.30,-0.63,0.03,0.00,13.33
MOL001831,HX,136.13,-0.03,2,4,52.29,0.09,-0.10,0.04,0.28,32.62
MOL000223,caffeic acid,180.17,1.37,3,4,25.76,0.21,-0.26,0.05,0.44,
MOL002254,Barolub,807.49,19.52,0,6,16.29,0.88,-0.06,0.22,0.21,
MOL002495,6-shogaol,276.41,4.55,1,3,31.00,1.07,0.49,0.14,0.25,4.07
MOL002670,Cavidine,353.45,3.72,0,5,35.64,1.08,0.63,0.81,0.00,5.78
MOL000346,succinic acid,118.10,-0.41,2,4,29.62,-0.44,-0.71,0.01,0.42,
MOL000384,DL-Glucuronic acid,194.16,-2.47,5,7,3.35,-1.91,-4.72,0.04,0.00,
MOL003870,gynesine,137.15,-0.29,0,2,60.07,0.58,0.78,0.03,0.10,11.78
MOL000388,gamma-aminobutyric acid,103.14,-0.62,3,3,24.09,-0.26,-0.57,0.01,0.00,
MOL000389,FERULIC ACID (CIS),194.20,1.62,2,4,54.97,0.53,0.36,0.06,0.00,2.58
MOL000394,choline,104.20,-1.57,1,1,0.47,0.86,0.64,0.01,0.00,
MOL003969,L-Serin,105.11,-1.49,4,4,98.47,-1.12,-2.96,0.01,0.31,11.52
MOL000397,cis-p-Coumarate,164.17,1.64,2,3,45.98,0.46,0.36,0.04,0.00,4.89
MOL003971,Threonin,119.14,-1.11,4,4,73.52,-0.87,-2.56,0.01,0.30,11.42
MOL000399,Docosanoate,340.66,9.11,1,2,15.69,1.21,0.91,0.26,0.00,
MOL000432,linolenic acid,278.48,5.95,1,2,45.01,1.21,0.84,0.15,0.00,5.54
MOL004481,(2S)-2-amino-3-[(2R)-2-amino-3-hydroxy-3-oxopropyl]disulfanylpropanoic acid,240.34,-0.88,6,6,73.59,-1.23,-2.05,0.05,0.40,3.08
MOL004738,Spantol,179.24,2.17,2,3,2.42,0.93,0.94,0.04,0.35,
MOL004739,DAL,89.11,-0.60,3,3,85.17,-0.30,-0.51,0.01,0.33,11.61
MOL000475,anethole,148.22,2.77,0,1,32.49,1.75,1.81,0.03,0.00,1.68
MOL004796,soya-cerebroside i,714.16,8.57,7,10,3.86,-1.09,-2.36,0.37,0.18,
MOL004797,soya-cerebroside i_qt,552.00,10.32,4,5,21.22,-0.02,-1.14,0.51,0.19,
MOL000050,GLY,75.08,-0.98,3,3,48.74,-0.56,-1.03,0.00,0.00,11.95
MOL005030,gondoic acid,310.58,7.75,1,2,30.70,1.20,0.80,0.20,0.21,4.79
MOL005125,ANN,152.16,1.42,1,3,29.69,0.69,0.51,0.03,0.36,
MOL000519,coniferin,314.41,3.16,2,4,31.11,0.42,-0.18,0.32,0.27,28.10
MOL000052,Gulutamine,147.15,-0.92,4,5,6.66,-1.05,-1.97,0.02,0.00,
MOL000054,L-,174.24,-1.11,7,6,47.64,-0.49,-1.04,0.03,0.00,0.85
MOL005448,Leucinum,131.20,0.63,3,3,72.92,-0.05,-0.37,0.01,0.29,11.41
MOL000055,L-Lysin,146.22,-0.68,5,4,29.33,-0.66,-1.44,0.02,0.00,
MOL000056,DTY,181.21,0.69,4,4,57.55,-0.10,-0.49,0.05,0.00,0.96
MOL000579,hydroquinone,110.12,1.30,2,2,29.26,0.89,0.75,0.02,0.43,
MOL006240,THM,242.26,-1.24,3,7,11.34,-0.89,-1.22,0.11,0.28,
MOL000065,ASI,133.12,-1.25,4,5,79.74,-1.02,-1.53,0.02,0.00,11.38
MOL006594,Eciphin,165.26,1.24,2,2,43.35,0.92,0.99,0.03,0.34,2.61
MOL006597,OMD,168.16,0.93,3,4,92.44,0.24,0.00,0.04,0.41,4.79
MOL000067,L-Valin,117.17,0.24,3,3,53.33,0.04,-0.14,0.01,0.00,11.34
MOL000068,L-Ile,131.20,0.70,3,3,59.05,0.06,-0.11,0.02,0.00,11.21
MOL006844,Norharman,168.21,2.17,1,1,18.88,1.46,1.49,0.08,0.26,
MOL006930,(+) isolariciresinol 9-o-β-d-glucopyranoside,522.60,0.50,7,11,3.83,-1.17,-1.98,0.84,0.21,
MOL006931,isolariciresino,360.44,2.25,4,6,6.96,0.11,-0.62,0.39,0.21,
MOL006932,l-Pseudoephedrine,165.26,1.24,2,2,45.01,1.06,1.12,0.03,0.36,2.56
MOL006933,"1,2,3,4,6-penta-o-galloyl-β-d-glucose","1,092.83",4.59,17,30,3.01,-3.51,-4.98,0.13,0.46,
MOL006934,WLN: Q5Q,104.17,0.20,2,2,24.80,0.02,-0.56,0.01,0.17,
MOL006935,Octylene,112.24,3.63,0,0,39.25,1.79,2.09,0.01,0.26,3.45
MOL006936,"10,13-eicosadienoic",308.56,7.30,1,2,39.99,1.22,0.82,0.20,0.22,5.59
MOL006937,"12,13-epoxy-9-hydroxynonadeca-7,10-dienoic acid",324.51,4.58,2,4,42.15,0.18,-0.68,0.24,0.25,2.72
MOL006938,DUR,228.23,-1.68,3,7,23.69,-0.97,-1.27,0.09,0.26,
MOL006939,Methylpyrazine,94.13,-0.19,0,2,27.10,0.97,0.89,0.01,0.21,
MOL006940,D-2-Aminobutyrate,103.14,-0.08,3,3,68.78,-0.16,-0.44,0.01,0.32,11.38
MOL006941,3-methyleicosa,296.65,9.75,0,0,10.18,1.89,1.95,0.15,0.16,
MOL006942,N-(5-methylisoxazol-3-yl)acetamide,140.16,0.09,1,4,20.82,0.57,0.52,0.02,0.18,
MOL006943,"5,8-epidioxyergosta-6,22-dien-3-ol",428.72,6.73,1,3,22.71,0.87,0.37,0.82,0.26,
MOL006944,8-Octadecenoic acid,282.52,6.84,1,2,33.13,1.15,0.86,0.14,0.20,5.46
MOL006945,9-Heptadecanol,256.53,6.89,1,1,14.24,1.30,0.97,0.09,0.17,
MOL006946,adenosine,255.27,-2.35,6,8,19.85,-1.49,-2.09,0.16,0.21,
MOL006947,"heptadecanoic acid 2,3-dihydroxy-propyl ester",344.60,6.03,2,4,25.90,0.29,-0.36,0.26,0.16,
MOL006948,inosine,268.26,-2.22,4,8,11.17,-1.12,-1.49,0.18,0.23,
MOL006949,6-Deoxy-gulose,164.18,-1.80,4,5,44.03,-1.11,-3.42,0.03,0.29,11.41
MOL006950,(2R)-2-acetamidoglutaric acid,189.19,-0.90,3,6,15.50,-0.76,-1.23,0.04,0.33,
MOL006951,pedatisectine a,242.27,0.22,3,6,64.09,-0.30,-0.81,0.16,0.30,8.52
MOL006952,pedatisectine f,200.22,-1.73,4,6,53.81,-0.85,-1.01,0.06,0.25,1.64
MOL006953,Thy,126.13,-0.56,2,4,74.20,0.24,0.12,0.02,0.33,11.65
MOL006954,BVE,100.18,1.46,0,1,42.32,1.44,1.69,0.01,0.24,10.94
MOL006956,cyclo-(leu-tyr),276.37,1.82,3,5,111.16,0.16,-0.34,0.15,0.38,2.61
MOL006957,"(3S,6S)-3-(benzyl)-6-(4-hydroxybenzyl)piperazine-2,5-quinone",310.38,2.15,3,5,46.89,0.41,-0.33,0.27,0.43,3.81
MOL006958,cyclo-(val-tyr),262.34,1.43,3,5,122.79,0.17,-0.23,0.14,0.39,3.66
MOL003578,Cycloartenol,426.80,7.55,1,1,38.69,1.53,1.33,0.78,0.00,5.00
MOL006960,(5R)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)tetradecan-3-one,350.55,5.30,2,4,19.14,0.45,-0.35,0.28,0.23,
MOL006961,GR,283.28,-2.41,6,9,20.90,-1.22,-1.91,0.21,0.27,
MOL006962,2Z-hexadecenoic acid,254.46,6.34,1,2,34.02,1.22,1.28,0.10,0.18,5.64
MOL006963,Ethyl linolelaidate,308.56,6.99,0,2,7.33,1.47,1.18,0.19,0.21,
MOL006964,valeraldoxime,101.17,1.48,1,2,82.58,0.72,0.66,0.01,0.27,11.09
MOL006965,soya-cerebroside ii,714.16,8.57,7,10,3.86,-1.30,-2.53,0.35,0.18,
MOL006966,soya-cerebroside ii_qt,552.00,10.32,4,5,21.22,-0.16,-1.29,0.49,0.18,
MOL006967,"beta-D-Ribofuranoside, xanthine-9",284.26,-1.29,5,9,44.72,-1.21,-1.84,0.21,0.30,7.91
MOL000697,MRY,122.14,-1.92,4,4,59.62,-1.30,-3.32,0.01,0.21,11.25
MOL000071,Istidina,155.18,-1.01,4,4,53.18,-0.25,-0.40,0.03,0.00,-5.72
MOL000748,HMF,126.12,0.67,1,3,45.07,0.05,-0.27,0.02,0.22,11.73
MOL000774,(-)-Citronellal,154.28,3.02,0,1,35.71,1.34,1.62,0.02,0.27,6.57
MOL000858,Glycerol palmitate,330.57,5.57,2,4,26.66,0.17,-0.50,0.22,0.17,
MOL000089,catechol,110.12,1.30,2,2,29.86,1.09,1.32,0.02,0.42,
MOL000908,beta-elemene,204.39,4.79,0,0,25.63,1.84,2.07,0.06,0.33,
MOL000971,Ethylpalmitate,284.54,6.97,0,2,18.99,1.41,1.15,0.14,0.16,
MOL000010,Rhoifolin,578.57,-0.43,8,14,6.68,-1.87,-2.98,0.77,0.29,
MOL012644,caryophellene,204.39,4.75,0,0,23.79,1.84,2.08,0.09,0.28,
MOL013276,poncirin,594.62,-0.21,7,14,36.55,-1.67,-2.59,0.74,0.28,14.83
MOL013277,Isosinensetin,372.40,3.06,0,7,51.15,1.16,0.03,0.44,0.14,15.84
MOL013278,"4',5,7,8-Tetramethoxyflavone",342.37,3.07,0,6,23.45,1.03,0.10,0.36,0.18,
MOL013279,"5,7,4'-Trimethylapigenin",312.34,3.09,0,5,39.83,1.01,0.12,0.30,0.22,15.85
MOL013330,deacetylnomilin,472.58,1.74,1,8,20.27,-0.29,-0.85,0.74,0.29,
MOL013336,Narirutin,580.59,-0.46,8,14,8.15,-1.80,-2.50,0.75,0.30,
MOL011620,Eriocitrin,596.59,-0.73,9,15,4.52,-2.23,-3.17,0.70,0.33,
MOL013428,isosakuranetin-7-rutinoside,594.62,-0.21,7,14,41.24,-1.59,-2.38,0.72,0.27,14.75
MOL013429,"beta-D-Glucopyranoside, 2-methoxy-4-(2-propenyl)phenyl",326.38,0.65,4,7,17.59,-0.49,-0.99,0.23,0.29,
MOL013430,Prangenin,286.30,2.49,0,5,43.60,0.80,0.29,0.29,0.27,-2.81
MOL013431,"3,8-di-C-glucosylapigenin",624.60,-2.50,11,16,4.86,-2.77,-3.63,0.73,0.25,
MOL013432,"3,8-di-C-glucosyldiosmetin",624.60,-2.50,11,16,16.95,-3.13,-3.83,0.73,0.28,
MOL013433,prangenin hydrate,304.32,1.72,2,6,72.63,0.14,-0.55,0.29,0.26,-3.46
MOL013434,Auraptene,298.41,5.18,0,3,25.62,1.24,0.65,0.24,0.33,
MOL013435,poncimarin,330.41,2.74,0,5,63.62,0.66,0.00,0.35,0.33,2.26
MOL013436,isoponcimarin,330.41,2.94,0,5,63.28,0.50,-0.02,0.31,0.33,1.52
MOL013437,6-Methoxy aurapten,328.44,5.16,0,4,31.24,1.01,0.38,0.30,0.28,4.10
MOL013438,citrusin A,538.60,0.03,7,12,25.04,-1.84,-2.86,0.73,0.25,
MOL013439,citrusin A_qt,376.44,1.94,4,7,13.00,-0.42,-1.66,0.36,0.29,
MOL013440,citrusin B,568.63,0.02,7,13,40.80,-1.94,-3.22,0.71,0.24,2.07
MOL013441,citrusin B_qt,406.47,1.92,4,8,11.65,-0.35,-1.49,0.42,0.25,
MOL013442,dehydrodiconiferylalcohol-4-β-D-glucoside,520.58,0.26,6,11,22.01,-1.48,-2.84,0.87,0.25,
MOL013443,isolimonic acid,639.02,4.16,1,4,48.86,0.43,0.09,0.18,0.55,4.59
MOL013444,naringenin-4'-glucoside-7-rutinoside,742.75,-2.37,11,19,3.48,-3.50,-4.71,0.28,0.30,
MOL013445,naringenin-4'-glucoside-7-rutinoside_qt,262.28,1.64,3,5,30.61,0.33,-0.26,0.16,0.35,15.59
MOL001797,"(2S)-7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-methylol-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxy-tetrahydropyran-2-yl]oxy-5-hydroxy-2-(3-hydroxy-5-methoxy-phenyl)chroman-4-one",610.62,-0.48,8,15,11.17,-2.17,-3.01,0.70,0.00,
MOL001798,neohesperidin_qt,302.30,2.28,3,6,71.17,0.26,-0.47,0.27,0.00,15.96
MOL001803,Sinensetin,372.40,3.06,0,7,50.56,1.12,0.04,0.45,0.13,15.52
MOL001941,Ammidin,270.30,3.65,0,4,34.55,1.13,0.92,0.22,0.28,-1.35
MOL001945,Majudin,216.20,2.19,0,4,42.21,0.94,0.69,0.13,0.21,-3.60
MOL000202,Moslene,136.26,3.45,0,0,33.02,1.88,2.05,0.02,0.27,11.08
MOL002649,Coniferin,342.38,-0.49,5,8,10.28,-1.00,-1.74,0.27,0.27,
MOL002650,Coniferol,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002661,nomilin,514.62,2.12,0,9,17.77,-0.27,-0.74,0.67,0.30,
MOL000268,"(1S,5S)-1-isopropyl-4-methylenebicyclo[3.1.0]hexane",136.26,2.93,0,0,46.21,1.83,2.18,0.04,0.31,11.47
MOL013352,Obacunone,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL003051,Scolymoside,594.57,-0.70,9,15,3.84,-2.16,-3.19,0.73,0.31,
MOL000347,Syrigin,372.41,-0.51,5,9,14.64,-1.01,-1.81,0.32,0.23,
MOL000348,"4-[(Z)-3-hydroxyprop-1-enyl]-2,6-dimethoxyphenol",210.25,1.39,2,4,49.15,0.56,0.03,0.06,0.20,3.88
MOL003561,isopimpinellin,246.23,2.17,0,5,25.93,0.94,0.50,0.17,0.00,
MOL003959,limonin,470.56,1.42,0,8,21.30,-0.15,-0.67,0.57,0.00,
MOL003970,4-[(1S)-1-hydroxy-2-methylaminoethyl]phenol,167.23,0.59,3,3,75.25,0.63,0.42,0.04,0.33,4.05
MOL004328,naringenin,272.27,2.30,3,5,59.29,0.28,-0.37,0.21,0.40,16.98
MOL007930,hesperidin,610.62,-0.48,8,15,13.33,-2.03,-2.70,0.67,0.31,
MOL005100,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)chroman-4-one",302.30,2.28,3,6,47.74,0.28,-0.30,0.27,0.31,16.51
MOL005812,naringin,580.59,-0.46,8,14,6.92,-1.99,-3.00,0.78,0.31,
MOL005814,tangeretin,372.40,3.06,0,7,21.38,1.23,0.09,0.43,0.16,
MOL005828,nobiletin,402.43,3.04,0,8,61.67,1.05,-0.08,0.52,0.13,16.20
MOL005849,didymin,286.30,2.55,2,5,38.55,0.60,-0.07,0.24,0.00,16.86
MOL000006,luteolin,286.25,2.07,4,6,36.16,0.19,-0.84,0.25,0.39,15.94
MOL000698,(R)-(-)-alpha-Phellandrene,136.26,3.25,0,0,27.51,1.86,2.17,0.02,0.30,
MOL007561,N-Methyltyramine,151.23,1.42,2,2,75.52,1.13,0.89,0.03,0.34,2.12
MOL007879,Tetramethoxyluteolin,342.37,3.07,0,6,43.68,0.96,0.09,0.37,0.17,15.45
MOL009053,"4-[(2S,3R)-5-[(E)-3-hydroxyprop-1-enyl]-7-methoxy-3-methylol-2,3-dihydrobenzofuran-2-yl]-2-methoxy-phenol",358.42,2.16,3,6,50.76,0.03,-0.98,0.39,0.27,7.58
MOL001237,o-Acetyltoluene,134.19,2.06,0,1,38.96,1.47,1.66,0.02,0.43,25.18
MOL001301,cis-Zimtsaeure,148.17,1.90,1,2,38.19,0.91,1.09,0.03,0.41,6.40
MOL001456,citric acid,192.14,-1.39,4,7,56.22,-1.11,-1.38,0.05,0.43,11.46
MOL001794,MAE,116.08,-0.01,2,4,65.06,-0.46,-0.73,0.01,0.35,12.07
MOL001880,OXL,90.04,-0.48,2,4,29.68,-0.64,-0.87,0.01,0.52,
MOL001986,β-sitosterol,386.73,7.63,1,1,5.84,1.42,1.10,0.71,0.20,
MOL002230,(+)-Catechin-pentaacetate,500.49,2.44,0,11,27.58,-0.65,-1.04,0.77,0.25,
MOL002231,(-)-Epicatechin-pentaacetate,500.49,2.44,0,11,8.00,-0.59,-0.94,0.77,0.26,
MOL002232,2-Cinnamoyl-glucose,310.33,-.00,4,7,17.02,-0.73,-1.19,0.22,0.36,
MOL002233,2-Methyl cardol,330.56,7.77,2,2,3.56,1.46,0.95,0.28,0.25,
MOL002234,2-Methyl-5-carboxymethyl-7-hydroxychromanone,236.24,1.24,2,5,14.80,0.06,-0.14,0.12,0.34,
MOL002235,EUPATIN,360.34,1.99,3,8,50.80,0.53,-0.26,0.41,0.22,13.94
MOL002236,"3,5-Di-O-galloyl-4-O-digalloylquinic acid",800.63,2.23,13,22,3.01,-2.61,-3.90,0.31,0.42,
MOL002237,3-Carboxy-4-hydroxy-phenoxy glucoside,316.29,-1.00,6,9,13.85,-1.44,-2.07,0.22,0.35,
MOL002238,"3-Hydroxy-25-norfriedel-3,1(10)-dien-2-one-30-oic acid",454.71,5.78,2,4,18.40,0.41,-0.17,0.78,0.31,
MOL002239,5-acetyl-7-hydroxy-2-methyl-chromone,218.22,1.37,1,4,30.25,0.37,-0.20,0.10,0.37,25.68
MOL002240,5-Carboxy-7-hydroxy-2-methyl-benzopyran-gamma-one,220.19,1.24,2,5,34.40,0.14,-0.26,0.11,0.37,12.43
MOL002241,Aloeemodin-omega-O-beta-D-glucopyranoside,432.41,-0.08,6,10,9.04,-1.34,-2.34,0.81,0.34,
MOL002242,TPBO,146.20,1.89,0,1,24.23,1.42,1.46,0.03,0.49,
MOL002243,Anthraglycoside B,432.41,0.59,6,10,27.06,-1.29,-1.98,0.80,0.35,
MOL002244,Chrysophanol glucoside,416.41,0.86,5,9,20.06,-1.17,-1.98,0.76,0.36,
MOL002245,Chrysophanol-8-O-beta-D-(6'-O-galloyl)-glucopyranoside,568.52,2.10,7,13,1.92,-1.48,-2.56,0.69,0.40,
MOL003353,Emodinanthrone,256.27,3.06,3,4,24.72,0.80,0.24,0.21,0.39,
MOL002247,Emodin-6-glucoside,432.41,0.59,6,10,16.09,-1.28,-2.14,0.80,0.33,
MOL002248,Gallic acid-4-O-(6'-O-galloyl)-glucoside,484.40,-0.03,9,14,27.06,-1.82,-2.68,0.67,0.37,
MOL002249,gallocatechin,306.29,1.65,6,7,2.26,-0.27,-1.11,0.27,0.33,
MOL002250,"[(2R,3R,4S,5R,6R)-3,5-dihydroxy-2-(3,4,5-trihydroxybenzoyl)oxy-6-[(3,4,5-trihydroxybenzoyl)oxymethyl]oxan-4-yl] 3,4,5-trihydroxybenzoate",636.51,1.21,11,18,3.01,-2.22,-3.05,0.54,0.40,
MOL002251,Mutatochrome,552.96,10.90,0,1,48.64,1.97,0.84,0.61,0.32,15.73
MOL002252,palmidin B,494.52,4.79,5,7,1.21,-0.11,-1.19,0.69,0.39,
MOL002253,Palmidin C,494.52,5.61,5,7,2.35,0.18,-0.86,0.69,0.41,
MOL002366,Rheochrysin,446.44,0.84,5,10,18.31,-1.14,-1.91,0.82,0.31,
MOL002256,"1,8-dihydroxy-3-methoxy-2,6-dimethyl-9,10-anthraquinone",298.31,3.23,2,5,5.53,0.63,-0.27,0.29,0.33,
MOL002257,Physcion-8-O-beta-D-glucopyranoside,462.44,0.57,6,11,8.20,-1.19,-2.06,0.85,0.30,
MOL002258,Physcion-9-O-beta-D-glucopyranoside_qt,300.28,2.48,3,6,20.30,0.56,-0.33,0.30,0.31,
MOL002259,Physciondiglucoside,608.60,-0.91,8,15,41.65,-2.64,-3.43,0.63,0.30,27.61
MOL002260,"Procyanidin B-5,3'-O-gallate",730.67,4.60,12,16,31.99,-1.61,-2.88,0.32,0.39,5.98
MOL002261,ZINC04081604,314.51,3.58,0,2,15.23,0.88,0.53,0.44,0.30,
MOL002262,5-[(Z)-2-(3-hydroxy-4-methoxy-phenyl)vinyl]resorcinol,258.29,3.00,3,4,76.25,0.66,-0.03,0.15,0.35,4.78
MOL002263,1-Cinnamoyl-3-hydroxy-11-methoxymeliacarpinin,696.81,-0.39,3,13,35.72,-0.58,-0.89,0.07,0.27,30.55
MOL002264,Rhapontisterone,496.71,-0.11,7,8,4.39,-1.84,-2.40,0.82,0.27,
MOL002265,Rheidin B,508.50,5.00,5,8,1.21,-0.19,-1.23,0.65,0.43,
MOL002266,Rheidin C,538.53,4.98,5,9,1.24,-0.18,-1.27,0.58,0.40,
MOL002267,Rhein diglucoside,608.55,-1.93,9,16,2.93,-2.79,-3.44,0.63,0.34,
MOL002268,rhein,284.23,1.88,3,6,47.07,-0.20,-0.99,0.28,0.47,32.12
MOL002269,Rheinoside A,610.57,-2.89,11,16,0.82,-3.17,-4.05,0.68,0.32,
MOL002270,Rheinoside A_qt,448.41,-0.99,8,11,26.28,-1.87,-2.58,0.75,0.33,
MOL002271,Rheumin,276.26,0.81,3,6,9.16,-0.23,-0.78,0.17,0.44,
MOL002272,Sennidin C,524.50,3.91,6,9,1.28,-0.62,-1.63,0.61,0.40,
MOL002368,Sennoside A,862.80,0.31,12,20,3.34,-3.70,-4.74,0.08,0.35,
MOL002274,"(9S)-9-[(9R)-2-carboxy-4,5-dihydroxy-10-oxo-9H-anthracen-9-yl]-4,5-dihydroxy-10-oxo-9H-anthracene-2-carboxylic acid",538.48,4.12,6,10,27.75,-0.91,-1.73,0.57,0.41,
MOL002275,Sennoside C,848.82,0.10,12,19,3.99,-3.54,-4.80,0.09,0.34,
MOL002276,Sennoside E_qt,524.50,3.91,6,9,50.69,-0.74,-1.56,0.61,0.37,33.60
MOL006832,beta-Glucogallin,332.29,-1.27,7,10,17.89,-1.58,-2.09,0.25,0.34,
MOL002278,Sennoside E,920.84,0.23,12,22,3.02,-3.67,-4.89,0.06,0.38,
MOL002279,Serotonin,176.24,1.28,4,2,42.99,0.59,-0.16,0.06,0.21,-2.87
MOL002280,Torachrysone-8-O-beta-D-(6'-oxayl)-glucoside,480.46,0.64,5,12,43.02,-1.23,-1.84,0.74,0.32,16.29
MOL002281,Toralactone,272.27,2.25,2,5,46.46,0.86,0.37,0.24,0.35,3.55
MOL002282,[Epicatechin-(48)]5-epicatechin,"1,727.69",10.07,30,34,4.02,-4.48,-7.15,0.00,0.35,
MOL002283,"[(2R,3S,4S,5R,6S)-6-[4-[(Z)-2-(3,5-dihydroxyphenyl)ethenyl]phenoxy]-3,4,5-trihydroxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate",542.53,2.35,8,12,2.69,-1.17,-2.41,0.73,0.40,
MOL002284,PIT,244.26,2.75,4,4,72.29,0.64,0.01,0.13,0.47,4.38
MOL002285,1-O-Galloyl-glycerol,244.22,-0.17,5,7,63.21,-0.81,-1.71,0.10,0.34,5.50
MOL002286,laccaic acid D,300.23,1.61,4,7,2.06,-0.56,-1.44,0.31,0.46,
MOL002287,Rheosmin,164.22,1.64,1,2,26.79,0.97,0.85,0.04,0.39,
MOL002288,Emodin-1-O-beta-D-glucopyranoside,432.41,0.59,6,10,44.81,-1.12,-2.00,0.80,0.34,29.79
MOL002289,physcione,284.28,2.15,3,5,19.38,0.02,-0.96,0.27,0.38,
MOL002290,Sennoside B,862.80,0.31,12,20,3.34,-3.85,-4.89,0.08,0.35,
MOL002291,1-O-Galloylpedunculagin,936.68,3.07,15,26,38.09,-2.90,-4.09,0.04,0.41,6.47
MOL002292,Sennoside D,848.82,0.10,12,19,3.99,-3.48,-4.49,0.09,0.35,
MOL002293,Sennoside D_qt,524.50,3.91,6,9,61.06,-0.70,-1.46,0.61,0.39,33.92
MOL002294,strumaroside,562.92,6.51,4,6,20.78,-0.23,-0.90,0.67,0.23,
MOL002295,cinnamic acid,148.17,1.90,1,2,19.68,0.91,0.96,0.03,0.47,
MOL002296,Daucosterol,548.89,5.93,4,6,20.18,0.09,-0.58,0.69,0.20,
MOL002297,Daucosterol_qt,386.73,7.67,1,1,35.89,1.35,1.07,0.70,0.20,6.12
MOL002298,aloeemodin,272.27,0.50,3,5,20.65,-0.22,-0.85,0.24,0.40,
MOL002299,DMR,134.10,-0.95,3,5,68.62,-1.09,-1.70,0.02,0.43,11.56
MOL002300,10beta-Hydroxy-6beta-isobutyrylfuranoeremophilane,320.47,3.90,1,4,16.94,0.88,0.70,0.29,0.24,
MOL002301,DLA,90.09,-0.31,2,3,44.51,-0.21,-0.53,0.01,0.36,11.71
MOL002302,RHAPONTIN,406.42,1.26,6,9,9.00,-0.86,-1.74,0.55,0.36,
MOL002303,palmidin A,510.52,4.52,6,8,32.45,-0.36,-1.47,0.65,0.40,32.14
MOL002304,Glycerite,"1,697.33",8.76,25,44,7.28,-4.71,-7.53,0.03,0.43,
MOL002305,"2,3-Digalloylglucose",484.40,-0.03,9,14,2.99,-2.25,-3.16,0.66,0.37,
MOL000471,aloe-emodin,270.25,1.67,3,5,83.38,-0.12,-1.07,0.24,0.00,31.49
MOL000472,emodin,270.25,2.49,3,5,24.40,0.22,-0.66,0.24,0.00,
MOL000476,Physcion,284.28,2.74,2,5,22.29,0.52,-0.40,0.27,0.00,
MOL000554,gallic acid-3-O-(6'-O-galloyl)-glucoside,484.40,-0.03,9,14,30.25,-1.96,-2.76,0.67,0.36,2.48
MOL000096,(-)-catechin,290.29,1.92,5,6,49.68,-0.03,-0.78,0.24,0.35,0.38
MOL011038,(+)-Catechin-5-O-glucoside,452.45,0.02,8,11,2.90,-1.74,-2.56,0.79,0.30,
MOL011039,Vaccenic acid,282.52,6.84,1,2,33.13,1.17,0.95,0.14,0.23,5.44
MOL011543,Zizybeoside I,432.47,-2.27,7,11,13.89,-1.91,-2.29,0.53,0.29,
