TCMBank ID,Ingredient name,Alias,Molecular formula,Molecular weight
TCMBANKIN059043,(+)-myrtenyl acetate,myrtenyl acetate,C12H18O2,194.27 g/mol
TCMBANKIN059107,d- terpineol,d-Terpineol;delta-Terpineol,C10H18O,154.25 g/mol
TCMBANKIN059159,capsaicin,"8-Methyl-N-vanillyl-6-nonenamide, (E)-; AKOS007930159; Bio-0615; GTPL2486; Bio2_000748; EPA Pesticide Chemical Code 070701; Zostrix HP; S07O44R1ZM; TC-030399; 360376_ALDRICH; NCGC00017337-07; Citrus Aurantium 30%; AK589917; ZOSTRIX (TN); HMS2230O23; D0U5CE; HMS1989N10; IDI1_034018; DSSTox_GSID_20241; Isodecenoic acid vanillylamide; NGX-7325; NCGC00017337-04; HMS1791N10; NCGC00090853-08; NCGC00090853-11; KBio3_000536; (E)-8-Methyl-N-vanillyl-6-nonenamide(8cl); NSC-757844; M2028_SIGMA; E-CAPSAICIN; Capsaicin, from Capsicum sp., >=50% (HPLC); (6E)-N-(4-hydroxy-3-methoxybenzyl)-8-methylnon-6-enamide; MCULE-8056866140; Capsaicin [USP:INN]; NCGC00257869-01; 6-Nonenamide, 8-methyl-N-vanillyl-, (E)-; DB06774; trans-N-((4-Hydroxy-3-methoxyphenyl)methyl)-8-methyl-6-nonenamide; SMR000718774; KBioGR_000268; MEGxp0_001448; 6-Nonenamide, N-((4-hydroxy-3-methoxyphenyl)methyl)-8-methyl-, (E)-; Caswell No. 158; Prestwick2_000879; KBio1_000354; FEMA No. 3404; Capsaicin, analytical standard; N735; HMS3649N15; SBI-0052593.P002; AJ-26667; BRD-K50590187-001-06-6; CAS_404-86-4; NCGC00017337-02; HMS1921H11; 8-Methyl-N-vanillyl-trans-6-nonenamide; 21750_FLUKA; ZINC01530575; Vanilloid; YKPUWZUDDOIDPM-SOFGYWHQSA-N; MR3H3; (E)-N-((4-Hydroxy-3-methoxyphenyl)-methyl)-8-methyl-6-nonenamide; 6-Nonenamide, N-((4-hydroxy-3-methoxyphenyl)methyl)-8-methyl-, (6E)-; HMS1570P19; capsaicin ; Nonenamide, N-((4-hydroxy-3-methoxyphenyl)methyl)-8 -methyl-, (E)-; KBio3_000535; Zostrix (TN); KBio2_000783; 6-Nonenamide, N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methyl-, (6E)-; NCGC00017337-06; Capsaicin, European Pharmacopoeia (EP) Reference Standard; Capsicin; N-(3-Methoxy-4-hydroxybenzyl)-8-methyl-6-nonenamide; KBioSS_000783; N-((4-Hydroxy-3-methoxyphenyl)methyl)-8-methyl-6-nonenamide, (E)-; Bitter orange extract 30%; N-(4-Hydroxy-3-methoxybenzyl)-8-methylnon-trans-6-enamide; SR-05000001861-5; Capsaicin, certified reference material, TraceCERT(R); CAPSAICIN, NATURAL; DSSTox_RID_75455; 6-Nonenamide, N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methyl-, (E)-; Capsaicin, Pharmaceutical Secondary Standard; Certified Reference Material; N-(4-hydroxy-3-methoxybenzyl)-8-methylnon-6-enamide; depletes Substance P; trans-8-Methyl-N-vanillyl-6-nonenamide; BDBM20461; MolPort-001-742-263; 1217899-52-9; NCGC00090853-03; SR-05000001861; Spectrum_000303; UPCMLD-DP092:001; Capsaicin, >=95%, from Capsicum sp.; Capsaicin (transdermal patch formulation, neuropathic pain); I01-2469; Nonenamide, 8-methyl-N-vanillyl-, (E)-; SR-05000001861-9; CC0144; Transacin; AC1Q46B3; SDCCGMLS-0066678.P001; SR-05000001861-6; Axsain; AN-23437; (6E)-N-{[4-hydroxy-3-(methyloxy)phenyl]methyl}-8-methylnon-6-enamide; (E)-N-(4-Hydroxy-3-methoxybenzyl); (E)8-methyl-N-vanillyl-6-Nonenamide; CCRIS 1588; Capsaicin (JAN/USP); Capsaicin (Natural); trans-Capsaicin-d3; N0C781; trans-8-Methyl-N-vanillylnon; M1149; SC-19636; (E)-N-(4-hydroxy-3-methoxy-benzyl)-8-methyl-non-6-enamide; Styptysat; HMS2097P19; NCGC00017337-11; KBio3_002417; neurotoxic; CHEMBL294199; Capsaicin (in oleoresin of capsicum); NCGC00090853-01; N-(4-hydroxy-3-methoxy-benzyl)-8-methyl-non-6-enamide; Capsaicin [USAN]; Capsicine; NCGC00017337-08; NCGC00017337-09; C06866; N-[(4-hydroxy-3-methoxy-phenyl)methyl]nonanamide; NGX-1998; Tox21_110817; SCHEMBL8086; UNII-S07O44R1ZM; NSC 56353; (E)-N-[(4-HYDROXY-3-METHOXYPHENYL)METHYL]-8-METHYL-6-NONENAMIDE; BDBM86537; LMFA08020085; N-[(4-hydroxy-3-methoxy-phenyl)methyl]-8-methyl-non-6-enamide; KBio2_002836; trans-8-methyl-N-vanillyl-6-nonenamide; NCGC00090853-06; CHEBI:94524; NCGC00090853-09; NCGC00090853-02; Bio2_000268; HMS3402N10; Prestwick_204; Prestwick3_000879; 8-Methyl-N-vanillyl-6E-nonenamide; Spectrum4_001739; 8-Methyl-N-Vanillyl-6-Nonenamide; N-[(4-Hydroxy-3-methoxyphenyl)methyl]-8-methyl-6-nonenamide; BSPBio_001548; LS-2138; Capsaicin, United States Pharmacopeia (USP) Reference Standard; KBioGR_002158; EINECS 206-969-8; Bio1_000468; SPBio_002878; KBio2_000268; MFCD00017259; Bio1_001446; nchembio862-comp2; 6-Nonenamide, (E)-N-((4-hydroxy-3-methoxy-phenyl)methyl)-8-methyl; NSC-56353; NSC757844; DTXSID9020241; Ausanil; HMS501B16; HMS2092D21; EI-125; NCGC00090853-04; AK113598; NCI-C56564; Qutenza; SR-05000001861-4; [(E)-N-(4-Hydroxy-3-methoxyphenyl)methyl]-8-methyl-6-nonenamide; (6E)-N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnon-6-enamide; Adlea; MLS002154049; (E)-8-Methyl-N-vanillyl-6-nonenamide; Pharmakon1600-01501128; Spectrum5_000538; (e)-n-(4-hydroxy-3-methoxybenzyl)-8-methylnon-6-enamide; 6-Nonenamide, (E)-; SCHEMBL8085; AB00053098-11; Capsaicin [in oleoresin of capsicum]; CJ-23980; NCGC00017337-12; HSDB 954; NGX 4010; CAS-404-86-4; BRN 2816484; 4CH-016296; NSC56353; IDI1_000354; RTC-030399; (E)-Capsaicin; TL8002946; NCGC00017337-05; CS-1518; Mioton; BG01597556; DivK1c_000354; 12084_FLUKA; Bio1_000957; AC-10114; AC1LU7K3; UPCMLD-DP092; N-((4-Hydroxy-3-methoxyphenyl)methyl)-8-methyl-6-nonenamide; TQ-1018; FT-0082538; Zostrix; NCGC00017337-03; AB00053098_12; SPECTRUM1501128; KS-5181; Prestwick1_000879; Capsaicin, from natural source; NCGC00017337-13; n-(4-hydroxy-3-methoxybenzyl)-8-methyl-6-nonenamide; Spectrum2_000770; NSC_2548; Prestwick0_000879; BPBio1_001053; NCGC00090853-10; C18H27NO3; NCGC00090853-12; W-5044; CAPSAICINE; SR-05000001861-1; Tox21_200315; HMS1361N10; D00250; (6E)-N-(4-Hydroxy-3-methoxybenzyl)-8-methyl-6-nonenamide #; Spectrum3_001449; HY-10448; (E)-N-[(4-Hydroxy-3-methoxyphenyl)-methyl]-8-methyl-6-nonenamide; BSPBio_002917; ST057183; KBio2_005919; ZINC1530575; SPBio_000820; N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnon-6-enamide; NCGC00017337-10; CCG-39908; STL372889; N-[(4-hydroxy-3-methoxyphenyl)methyl]-6E-8-methyl-nonenamide; Capsaicin Patch; UPCMLD-DP092:002; NGX-3781; BBL027836; (E)-N-[(4-hydroxy-3-methoxy-phenyl)methyl]-8-methyl-non-6-enamide; Capsaicin (8-Methyl-N-vanillyl-6-nonenamide); 912457-62-6; HMS2089N11; Capsaicin; epsilon-capsaicin; (E)-N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnon-6-enamide; NGX-4010; 6-Nonenamide, 8-methyl-N-vanillyl-, (E)- (8CI); KBioSS_000268; 21748_FLUKA; Citrus Aurantium Extract; KBio2_005404; TNP00277; trans-Capsaicin; CHEBI:3374; Capsaicin(Qutenza); CITRUS AURANTIUM PE; CAPSAICIN (2444-46-4 NONIVAMIDE (SYNTHETIC CAPSAICIN)); N1667; BSPBio_000957; 4-13-00-02588 (Beilstein Handbook Reference); BRD-K37056290-001-01-1; KBio2_003351; NCGC00090853-07; SMP2_000337; NINDS_000354; Isodecenoate; DSSTox_CID_241; ALGRX 4975; 404-86-4; CAPSAICINOIDS;Vanilloid;campsiol;capsaicin",C18H27NO3,305.41
TCMBANKIN059177,Cumic acid; p-isopropyl benzoic acid,"4-propan-2-ylbenzoate; p-cumic acid; c0378; NSC1907; Benzoic acid, 4-(1-methylethyl)-; cumic acid; CHEBI:28122; AI3-17970; Cuminic acid; p-Cumate; I103; 4-(propan-2-yl)benzoate; ST5135967; EINECS 208-642-5; 4-Isopropylbenzoic acid; AC1MPX3C; CHEBI:25822; 4-isopropylbenzoate; 4-09-00-01843 (Beilstein Handbook Reference); p-cymen-7-oic acid; A829718; 4-(1-methylethyl)benzoate; AIDS-018015; NSC20083; AIDS018015; NSC 1907; ZB005133; cumicacid; C06578; p-Isopropylbenzoic acid; 4-Isopropylbenzene-1-carboxylate; 536-66-3; 4-(propan-2-yl)benzoic acid; 4-propan-2-ylbenzoic acid; Benzoic acid, p-isopropyl- (8CI); 4-(1-Methylethyl)benzoic acid; 268402_ALDRICH; Benzoic acid, p-isopropyl-; CJ-01136; BRN 1907514",C10H12O2,164.2 g/mol
TCMBANKIN059178,"benzaldehyde,4-(1-methylethyl)","P-ISOPROPYLBENZALDEHYDE; 4(2-propyl)-benzaldehyde; NSC-4886; 4-(Methylethyl)benzaldehyde; 4-propan-2-ylbenzaldehyde; 4-isopropylbenzaldehyde; NSC4886; WTWBUQJHJGUZCY-UHFFFAOYSA-N; EINECS 204-516-9; (4-isopropyl-phenyl)-methanone; p-Cuminic aldehyde; AJ-24583; KB-39398; AC1Q1P0K; p-(1-methylethyl)benzaldehyde; ZB015528; InChI=1/C10H12O/c1-8(2)10-5-3-9(7-11)4-6-10/h3-8H,1-2H; ACMC-1BVEJ; Cumal; C06577; NSC 4886; cumaldehyde; MCULE-4415970320; RP21225; SBB040237; ST50213395; DTXSID9021974; Cumin aldehyde; BDBM50139366; SCHEMBL87226; P-isopropyl benzaldehyde; 4-Isopropyl-benzaldehyde; NCGC00257518-01; TR-030618; cuminic aldehyde; NCGC00248148-01; FEMA No. 2341; 4-(isopropyl)benzaldehyde; LS-2642; p-Isopropylbenzenecarboxaldehyde; CJ-04641; Cuminaldehyde, 98%; AI3-01853; 122-03-2; UNII-O0893NC35F; ANW-17932; p-Isopropylbenzaldehyde, f; 4-(Propan-2-Yl)Benzaldehyde; bmse000508; FT-0624115; 4(isopropyl)benzaldehyde; AN-13943; RTR-030618; Cuminal p-(1-methylethyl)benzaldehyde; KSC176K3D; Cuminadlehyde; DSSTox_RID_76435; ST2418438; MolPort-000-871-215; Cuminaldehyde, analytical standard; p-iso-Propylbenzaldehyde; AC1L18ZP; AS-12957; F2190-0632; EC 204-516-9; ZINC968248; 4-iPr-Benzaldehyde; DSSTox_CID_1974; p-cumic aldehyde; DB-041645; I0168; cuminaldehyde; CHEBI:28671; W-108440; CTK0H6531; AC1Q1ONB; AK-44502; 4-isopropyl benzaldehyde; Cuminyl aldehyde; 4isopropylbenzaldehyde; Benzaldehyde, 4-(1-methylethyl)-; 4-Isopropylphenylcarboxaldehyde; p-isopropyl-benzaldehyde; Benzaldehyde, p-isopropyl-; p-isopropyl benzaldehyde; Cuminaldehyde, >=98%, FCC, FG; I01-7253; Cumic aldehyde; O0893NC35F; 4-Isopropylbenzenecarboxylate; 4-07-00-00723 (Beilstein Handbook Reference); CHEMBL161577; AKOS000119738; BRN 0636547; DSSTox_GSID_21974; Tox21_300712; Cuminaldehyd; MFCD00006953; AC-2430; 4-(1-Methylethyl)benzaldehyde; p-isopropyl-Benzaldehyde; cuminal; CAS-122-03-2; WLN: VHR DY1 & 1;FEMA No. 2341; ZB015528; W-108440; CAS-122-03-2; InChI=1/C10H12O/c1-8(2)10-5-3-9(7-11)4-6-10/h3-8H,1-2H; P-ISOPROPYLBENZALDEHYDE; Cumal; C06577; LS-2642; DSSTox_GSID_21974; I01-7253; 4(2-propyl)-benzaldehyde; Cumic aldehyde; TR-030618; EC 204-516-9; Cuminaldehyde, >=98%, FCC, FG; 4-07-00-00723 (Beilstein Handbook Reference); 4(isopropyl)benzaldehyde; DTXSID9021974; CTK0H6531; SCHEMBL87226; KSC176K3D; BRN 0636547; AN-13943; Cumin aldehyde; 122-03-2; P-isopropyl benzaldehyde; MFCD00006953; BDBM50139366; AKOS000119738; p-Isopropylbenzaldehyde, f; AK-44502; p-Isopropylbenzenecarboxaldehyde; AS-12957; EINECS 204-516-9; ZINC968248; Tox21_300712; 4-propan-2-ylbenzaldehyde; cuminic aldehyde; AC1Q1P0K; ST50213395; I0168; CHEMBL161577; NSC-4886; MolPort-000-871-215; p-cumic aldehyde; NCGC00248148-01; 4-iPr-Benzaldehyde; 4-isopropyl benzaldehyde; ACMC-1BVEJ; Cuminaldehyde, 98%; p-(1-methylethyl)benzaldehyde; NSC4886; 4-Isopropyl-benzaldehyde; AJ-24583; Cuminyl aldehyde; 4-isopropylbenzaldehyde; 4-(Methylethyl)benzaldehyde; FT-0624115; MCULE-4415970320; DSSTox_CID_1974; 4-(1-Methylethyl)benzaldehyde; p-isopropyl-Benzaldehyde; Cuminaldehyde, analytical standard; RTR-030618; AC1Q1ONB; F2190-0632; UNII-O0893NC35F; WLN: VHR DY1 & 1; 4-(isopropyl)benzaldehyde; cuminaldehyde; bmse000508; (4-isopropyl-phenyl)-methanone; RP21225; Cuminadlehyde; 4-(Propan-2-Yl)Benzaldehyde; Benzaldehyde, 4-(1-methylethyl)-; ST2418438; WTWBUQJHJGUZCY-UHFFFAOYSA-N; AC-2430; p-iso-Propylbenzaldehyde; Benzaldehyde, p-isopropyl-; 4-Isopropylbenzenecarboxylate; cuminal; NCGC00257518-01; SBB040237; 4-Isopropylphenylcarboxaldehyde; NSC 4886; p-Cuminic aldehyde; KB-39398; AI3-01853; AC1L18ZP; O0893NC35F; Cuminaldehyd; ANW-17932; DSSTox_RID_76435; Cuminal p-(1-methylethyl)benzaldehyde; DB-041645; CHEBI:28671; 4isopropylbenzaldehyde; CJ-04641",C10H12O,148.2 g/mol
TCMBANKIN059188,beta-Terpinene,"1-isopropyl-4-methylene-cyclohexene; β-terpinene; 1-isopropyl-4-methylenecyclohexene; EINECS 202-793-0; 4-methylidene-1-propan-2-ylcyclohexene; p-Mentha-1(7),3-diene; 4-methylidene-1-propan-2-yl-cyclohexene; 99-84-3; Cyclohexene, 4-methylene-1-(1-methylethyl)-; Cyclohexene,4-methylene-1-(1-methylethyl)-; belta-terinene;Cyclohexene,4-methylene-1-(1-methylethyl)",C10H16,136.23
TCMBANKIN059240,Isovaleral,"Aldehyde isovalerianique [French]; Isopentanal; beta-Methylbutanal; 2-Methylbutanal-4; C07329; 3-Methyl butyraldehyde; 3-Methylbutanal; Isovaleric aldehyde; 1-Butanal, 3-methyl-; Isopentaldehyde; W269212_ALDRICH; Isoamyl aldehyde; WLN: VH1Y1&1; 4-01-00-03291 (Beilstein Handbook Reference); 59820_FLUKA; Butanal, 3-methyl-; beta-Methylbutyraldehyde; InChI=1/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H; .beta.-Methylbutanal; 3-Methylbutylaldehyde; 590-86-3; EINECS 209-691-5; 3-Methylbutyraldehyde (natural); NSC 404119; BRN 0773692; Butanal, methyl-; CCRIS 2945; NSC404119; Isoamylaldehyde; ZINC00896832; iso-C4H9CHO; W269204_ALDRICH; FEMA No. 2692; AI3-16106; HSDB 628; Isovalerylaldehyde; 3-Methylbutan-1-al; 3-Methylbutyraldehyde; 146455_ALDRICH; CHEBI:16638; 3-Methyl-1-butanal; 26140-47-6; Isovaleraldehyde; Butyraldehyde, 3-methyl-; Butanal,- methyl-; Butanal, 3- methyl-; isovaleraldehyde; 3-methyl butanal",C5H10O,86.13
TCMBANKIN059253,Hexahydro-farnesyl acetone,"hexahydro-farnesylacetone; 6,10,14-trimethyl-2-pentadecanone; 6, 10, 14-trimethyl-2-pentadecanone; (6S,10S)-6,10,14-trimethylpentadecan-2-one; 2-pentadecanone,6,10,14-trimethyl-; phytone; 6,10,14-TRIMETHYL-2-PENTADECANONE; hexahydro-farnesyl-acetone; 6,10,14-trimethyl-pentadecan-2-one; C-25231; MFCD00065420; ST049442; 13955-74-3; 2-pentadecanone, 6,10,14-trimethyl; 502-69-2; MCULE-5164481361; AC1Q5H6P; PHYTONE; 6,10,14-Trimethylpentadeca-2-one; 6,10,14-trimethyl pentadecan-2-one; STK761211; OR13502; AN-21434; CTK4J2356; MolPort-001-758-493; (R,R)-Phytone; ZX-AT021772; 2-Pentadecanone,6,10,14-trimethyl-; Hexahydrofarnesyl acetone; 6,10,14-trimethyl-2-pentadecanon; Fitone; AKOS016347358; Hexahydrofarnezylacetone; SBB012620; ZERO/001268; CC-29299; Hexahydrofarnesylacetone; 36116P; 2-Pentadecanone, 6,10,14-trimethyl-; 6,10,14-trimethyl-pentadecane-2-one; W-109084; SCHEMBL716506; Phytol ketone; AKOS001727037; SR-01000526355-1; FT-0632240; SR-01000526355; KB-85744; 6,10,14-Trimethylpentadecan-2-one; hexahydrofarnesylacetone; WHWDWIHXSPCOKZ-UHFFFAOYSA-N; EINECS 207-950-7; AC1L1V4Z; hexahydrofarnesylacetone; 6,10,14-trimethyl-2-pentadecanone; 6,10,14-trimethyl-2-Pentadeeanone; hexahydrofarnesyl acetone; 6,10,14-Trimethylpentadecan-2-one; 2-Pentadecanone, 6,10,14-trimethy-; 6, 10, 14- trimethyl- 2- pentadecanone; (6R,10R)-6,10,14-trimethylpentadecan-2-one; ZINC02169908; 6,10,14-trimethylpentadecan-2-one; 2-pentadecanone,6,10,14-trimethyl; Phytone; hexahydrofarnesyl acetone; perhydrofarnesyl acetone; FITONE",C18H36O,268.5 g/mol
TCMBANKIN059272,diisobutyl phthalate,"di-isobutyl phthalate;ST5405544; diisobutyl benzene-1,2-dicarboxylate; benzene-1,2-dicarboxylic acid diisobutyl ester; Di-iso-butyl phthalate; 80130_FLUKA; Isobutyl phthalate; bis(2-methylpropyl) benzene-1,2-dicarboxylate; (C4-C13) Branched alkyl alcohols, phthalic anhydride ester; ZINC00388318; EINECS 201-553-2; NSC15316; 1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester; Diisobutyl phthalate; 152641_ALDRICH; EINECS 273-157-8; 68951-39-3; C15205; AI3-04278; Phthalic acid, diisobutyl ester; BRN 2054802; NCGC00091360-01; NSC 15316; WLN: 1Y1&1OVR BVO1Y1&1; 4-09-00-03177 (Beilstein Handbook Reference); Diisobutylester kyseliny ftalove [Czech]; Hexaplas M/1B; 1,2-Benzenedicarboxylic acid, C4-13-branched alkyl esters; AI3-04278 (USDA); Kodaflex DIBP; 68955-80-6; Hatcol DIBP; HSDB 5247; CCRIS 6193; di-l-butyl phthalate (DIBP); Di(i-butyl)phthalate; SMR000112470; MLS000516002; 84-69-5; Palatinol IC",C16H22O4- C6H4[CO2CH2CH(CH3)2]2,278.34 g/mol
TCMBANKIN059355,citronellyl acetate,"BSPBio_003127; KBioGR_002371; Spectrum5_000468; Spectrum2_000692; KBio1_001487; SPECTRUM310030; ZINC01680438; DivK1c_006543; Spectrum4_001874; KBio2_006799; KBio3_002347; SpecPlus_000447; acetic acid [(3R)-3,7-dimethyloct-6-enyl] ester; Spectrum_001183; [(3R)-3,7-dimethyloct-6-enyl] ethanoate; SPBio_000843; KBioSS_001663; SDCCGMLS-0066592.P001; Spectrum3_001344; KBio2_001663; KBio2_004231;6-Octen-1-ol,3,7-dimethyl-,acetate;itronellol acetate;[(3R)-3,7-dimethyloct-6-enyl] acetate;AJ-33256; (-)-3,7-Dimethyloct-6-enyl acetate; 6-Octen-1-ol, 3,7-dimethyl-, 1-acetate, (3S)-; UNII-78RZL4H51H; Citronellol acetate, (S)-; (s)-citronellyl acetate; CJ-32447; 67601-05-2; CJ-07629; UNII-IZ420RT3OY component JOZKFWLRHCDGJA-NSHDSACASA-N; ZINC2040946; EINECS 266-767-0; [(3S)-3,7-dimethyloct-6-enyl] acetate; AC1OE5SZ; 6-Octen-1-ol, 3,7-dimethyl-, acetate, (3S)-; (?)-Citronellol acetate; 78RZL4H51H",C12H22O2,198.3 g/mol
TCMBANKIN059502,"1H-Cycloprop(e)azulen-7-ol, decahydro-1,1,7-trimethyl-4-methylene-, (1aR-(1aalpha,4aalpha,7beta,7abeta,7balpha))-",,C15H24O,220.35
TCMBANKIN059511,Benihinal,,C10H14O,150.22 g/mol
TCMBANKIN059521,"B- pinene;pinene;T-pinene;(-)-nopinene;beta-pinene;bicyclo[3.1.1]heptane,6,6-dimethyl-2-methylene-,(1s);1-β-pinene;()-beta-Pinene;(-)- β- pinene;laevo- β- Pinene",,C10H16,136.23 g/mol
TCMBANKIN059527,(+)-Camphene,,C10H16,136.23 g/mol
TCMBANKIN059724,"Phenol, 2-methyl-5-(1-methylethyl)",,C10H14O,150.22 g/mol
TCMBANKIN059836,thymol,,C10H14O,150.22
TCMBANKIN059837,methyl thymyl ether,,C11H16O,164.24 g/mol
TCMBANKIN059902,1-Methyl-4-isopropenyl-benzene,,C10H12,132.2 g/mol
TCMBANKIN059904,p-cymen-alpha-ol,,C10H14O,150.22 g/mol
TCMBANKIN059905,p-isopropyltoluene;4-Isopropyltoluene;cymene;1-methyl-4-(1-methylethyl)benzene;Cymol;Para cymene;4-Cymol;p-cymene;Dolcymene,,C10H14,134.22 g/mol
TCMBANKIN059907,(+)-alpha-Curcumene,,C15H22,202.33 g/mol
TCMBANKIN059911,cuparene,,C15H22,202.33 g/mol
TCMBANKIN059912,p-cresol,,C7H8O,108.14 g/mol
TCMBANKIN059915,"5-METHYLFURFURAL;5-methyl-2-furfural;2- Furancarboxaldehyde, 5- methyl-;alpha-methylfurfural;5-methyl-furfural",,C6H6O2,110.11 g/mol
TCMBANKIN059924,Methyl naphthalene,,C11H10,142.2 g/mol
TCMBANKIN059925,Silvan,,C5H6O,82.1 g/mol
TCMBANKIN059960,(-)-g-cadinene,,C15H24,204.35 g/mol
TCMBANKIN059962,"cadinen;α-Cadinene;1,2,4a,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)naphthalene;1,2,4A,5,6,8A-hexahydro--4,7-dimethyl-(1-methylethyl)-naphthalene;muurolene;1,2,4a,5,6,8a- hexhydro- 4,7- dimethyl- 1-(1- methylethyl)-(1alpha 4a． alpha．,8a alpha． )- naphthalene;alpha cadinene;α-muurolene",,C15H24,204.35 g/mol
TCMBANKIN059963,"naphthalene,1,2,3,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-,(1S-cis)-;Naphthalene, 1, 2, 3, 5, 6, 8a-hexahydro-4, 7-dimethyl-1-(1-methylethyl)-,(1S-cis);δ-cadinol",,C15H24;C10H18,204.35 g/mol
TCMBANKIN059964,α-cadinol,,C15H26O,222.37g/mol
TCMBANKIN059975,β-humulene,,C15H24,204.35
TCMBANKIN059979,calacorene,,C15H20,200.32g/mol
TCMBANKIN059982,d-limonene,,C10H16,136.23 g/mol
TCMBANKIN059985,alpha-terpinol,,C10H18O,154.25 g/mol
TCMBANKIN059990,2-methyl-5-(1-methylethenyl)-2-cyclohexen-1-one,,C10H14O,150.22 g/mol
TCMBANKIN059994,(+)-trans-Carveol,,C10H16O,152.23 g/mol
TCMBANKIN060009,copaene; (-)-Alpha-Copaene; α-copaene,,C15H24,204.35 g/mol
TCMBANKIN060014,Germacrene D,,C15H24,204.35 g/mol
TCMBANKIN060015,9-epi-(E)-caryophyllene,,C15H24,204.35 g/mol
TCMBANKIN060032,alpha-Eudesmol,,C15H26O,222.37
TCMBANKIN060140,friedelan-3-one,,C30H50O,426.7 g/mol
TCMBANKIN060166,kaempferol-7-O-rhamnoside,,C21H20O10,432.38
TCMBANKIN060167,kaempferitrin,,C27H30O14,578.52
TCMBANKIN060242,saikosaponin v1,,C47H76O19,945.1 g/mol
TCMBANKIN060244,saikosaponin b3,,C42H68O13,781 g/mol
TCMBANKIN060247,Saikosaponin D,,C42H68O13,780.98g/mol
TCMBANKIN060264,rutin,,C27H30O16,610.5 g/mol
TCMBANKIN060332,thujene,,C10H16,136.23 g/mol
TCMBANKIN060440,pulegone,,C10H16O,152.23 g/mol
TCMBANKIN060453,α-acoradiene;Acoradiene,,C15H24,204.35
TCMBANKIN060497,dioscin,,C45H72O16,869.04
TCMBANKIN060544,alpha-amyrin,,C30H50O,426.72 g/mol
TCMBANKIN060563,"(-)-Guaia-1(10),11-dien-15-al",,C15H22O,218.33 g/mol
TCMBANKIN060568,gamma-patchoulene,,C15H24,204.35 g/mol
TCMBANKIN060569,patchoulane,,C15H26,206.37
TCMBANKIN060677,alpha-spinasteryl-β-d-glucoside,,,
TCMBANKIN060679,stigmasterol,,C29H48O,412.7 g/mol
TCMBANKIN060699,"3-ethyl 2-methyl-1,3-hexadiene",,C9H16,124.22
TCMBANKIN060704,"(z,z,z)-9,12,15-octadecatrienoic acid",,C18H30O2,278.4 g/mol
TCMBANKIN060786,BdPh,,C12H12O2,188.22 g/mol
TCMBANKIN060789,"2,4-octadienal",,C8H12O,124.18 g/mol
TCMBANKIN060790,leaf aldehyde,,C6H10O,98.14 g/mol
TCMBANKIN060801,Valerophenone,,C11H14O,162.23
TCMBANKIN060803,pentanoic acid,,C5H10O2,102.13 g/mol
TCMBANKIN060814,(E)-oct-3-en-2-one,,C8H14O,126.2
TCMBANKIN060815,Heptenoic acid,,C7H12O2,128.17 g/mol
TCMBANKIN060818,"2,4-nonadienal",,C9H14O,138.21 g/mol
TCMBANKIN060819,"2-heptenal;E-2-Heptenal;cis-Hept-2-enal;trans-2-heptenal;(E)-2- heptenal;Heptenal;beta-heptenal;(Z)-2-heptenal;2- Heptenal,(E)-;alpha-heptenal",,C7H12O,112.17 g/mol
TCMBANKIN060826,(E)-2-hepten-1-ol;2-HEPTENOL,,C7H14O,114.19 g/mol
TCMBANKIN060827,Valeraldehyde,,C5H10O,86.13g/mol
TCMBANKIN060835,(5S)-5-butyloxolan-2-one,,C8H14O2,142.2
TCMBANKIN060839,heptan-2-one,,C7H14O,114.19 g/mol
TCMBANKIN060840,Vinyl amyl ketone,,C8H14O,126.2
TCMBANKIN060841,(E)-non-2-en-4-one,,C9H16O,140.22 g/mol
TCMBANKIN060846,Methyl hexoate,,C7H14O2,130.18
TCMBANKIN060850,2-methyl-Heptane,,C8H18,114.23 g/mol
TCMBANKIN060853,CHEBI:39932,,C8H16O,128.21
TCMBANKIN060861,3-nonen-2-one,,C9H16O,140.22
TCMBANKIN060868,"trans-2,4-decadienal",,C10H16O,152.23 g/mol
TCMBANKIN060879,Linolic acid,,C18H32O2,280.4 g/mol
TCMBANKIN060888,caproaldehyde,,C6H12O,100.16 g/mol
TCMBANKIN060890,Amylbenzene,,C11H16,148.24 g/mol
TCMBANKIN060891,2-Amyl furan,,C9H14O,138.21 g/mol
TCMBANKIN060897,enanthic acid,,C7H13O2-,129.18 g/mol
TCMBANKIN060898,heptanoic acid;heptylic acid;enanthylic acid,,CH3(CH2)5COOH,130.18
TCMBANKIN060904,Nonenoic acid,,C9H16O2,156.22 g/mol
TCMBANKIN060906,trans-2-nonenal,,C9H16O,140.22 g/mol
TCMBANKIN060910,cis-9-hexadecenoic acid,,C16H30O2,254.41 g/mol
TCMBANKIN060918,WLN: VH6,,C7H14O,114.19
TCMBANKIN060921,(5S)-5-hexyloxolan-2-one,,C10H18O2,170.25
