Ingredient ID,Formulae,Name,MW,AlogP,MlogP,XlogP,# HBA,# HBD,PSA,# Rotatable Bond,# Ring,# Heacy Atom,Lipinski RO5 Violation
TCMC5853,C23H18O14,Rhein-8-O-Β-D-(6'-Oxalyl)-Glucopyra-Noside,516.0540052,-4.6611,2.45,-1.826,12,4,240.08,7,4,37,1
TCMC5973,C37H30O16,Procyanidin B1 3'-O-Gallate,730.1533849,-6.193,3.77,0.987,3,12,287.52,6,7,53,1
TCMC5974,C42H40O19,Sennosided,847.208554,-7.2319,3.99,-0.076,15,11,333.72,9,8,61,2
TCMC6028,C27H30O16,Rheinoside B,609.1455598,-6.8298,2.67,-3.141,14,10,287.19,6,5,43,2
TCMC6158,C12H10O5,2-Methyl-5-Carboxymethyl-7-Hydroxychromone,233.0449984,-1.2148,2.23,-0.292,5,1,77.43,2,2,17,0
TCMC6503,C36H36O17,Procyanidin B1-6-C-Β-D-Glucopyranoside,740.1952497,-7.417,3.55,-1.91,7,14,310.91,5,7,53,1
TCMC663,C15H10O5,Aloe-Emodin,270.05,-1.8969,2.56,0.284,3,3,94.83,4,3,20,0
TCMC664,C21H22O9,Aloin,418.13,-3.9997,2.78,-0.688,7,7,167.91,10,4,30,1
TCMC665,C21H22O9,Aloin B,418.13,-3.9997,2.78,-0.688,7,7,167.91,10,4,30,1
TCMC6714,C30H22O7,Palmidin C,494.136553,-1.5481,3.99,4.298,2,5,135.29,1,6,37,0
TCMC6748,C42H40O19,Sennoside C,847.208554,-7.2319,3.99,-0.076,15,11,333.72,9,8,61,2
TCMC704,C14H8O4,Anthraflavicacid,240.04,-1.4482,2.56,1.304,2,2,74.6,2,3,18,0
TCMC706,C14H8O2,Anthraquinone,208.05,-0.5276,2.78,4.074,2,0,34.14,0,3,16,0
TCMC7142,C13H14O4,7-Hydroxy-2-(2-Hydroxy)Propyl-5-Methyl-Benzopyran-Γ-One,234.0892089,-0.3795,2.45,0.843,2,2,57.53,2,2,17,0
TCMC741,C14H8O4,Athraquinones A,240.04,-1.4482,2.56,2.155,2,2,74.6,2,3,18,0
TCMC795,C13H16O10,Beta-Glucogallin,332.07,-3.5251,1.79,-1.304,7,7,177.14,11,2,23,1
TCMC847,C9H8O4,Caffeic Acid,180.04,-0.7993,2.01,1.141,2,3,77.76,5,1,13,0
TCMC878,C15H14O6,Catechin,290.08,-2.494,2.45,0.406,1,5,110.38,6,3,21,0
TCMC879,C22H18O10,Catechin Gallate,442.09,-3.5057,2.78,1.228,2,7,177.14,11,4,32,1
TCMC916,C9H8O2,Cinnamic Acid,148.05,0.1213,2.23,3.904,2,1,37.3,3,1,11,0
TCMC921,C14H12O3,Cis-Resveratrol,228.08,-0.9131,2.67,3.436,0,3,60.69,5,2,17,0
TCMC1011,C10H13N5O3,Deoxyadenosine,251.1,-2.0564,1.68,-1.208,8,3,119.31,5,3,18,0
TCMC1081,C12H24O2,Dodecanoate,200.18,-2.7457,2.56,5.294,2,1,37.3,12,0,14,1
TCMC1092,C9H10O2,E1501,150.07,-0.0696,2.23,3.149,2,0,26.3,4,1,11,0
TCMC1100,C20H40O2,Elcosanoic Acid,312.3,-5.0497,3.44,9.846,2,1,37.3,20,0,22,2
TCMC1101,C11H12O3,Elemicin,192.08,0.6742,2.34,2.486,0,0,27.69,4,2,14,0
TCMC1102,C14H6O8,Ellagic Acid,302.01,-2.0234,2.12,-0.046,2,4,133.52,4,4,22,0
TCMC112,C15H20O4,"(3S,3As,5Ar,9R,9As,9Bs)-9-Hydroxy-3,5A,9-Trimethyl-3,3A,4,5,9A,9B-Hexahydrobenzo[G][1]Benzofuran-2,6-Dione",264.14,0.1947,2.67,0.605,4,1,63.6,4,3,19,0
TCMC1297,C5H5N5O,Guanine,151.05,-1.1064,1.35,-0.498,6,4,97.15,1,2,11,0
TCMC1317,C7H14O2,Heptanoate,130.1,-1.3057,2.01,2.449,2,1,37.3,7,0,9,0
TCMC1358,C5H4N4O,Hypoxanthine,136.04,-0.8807,1.46,-0.597,4,2,74.69,1,2,10,0
TCMC1537,C30H48O4,Maslinic Acid,472.36,1.9071,4.32,8.24,4,3,77.76,11,5,34,1
TCMC1611,C14H28O2,Myristic Acid,228.21,-3.3217,2.78,6.432,2,1,37.3,14,0,16,2
TCMC1741,C6H5NO2,Niacin,123.03,-0.2398,1.79,0.637,3,1,50.19,2,1,9,0
TCMC1767,C18H19NO4,N-Trans-Feruloyl Tyramine,313.13,-0.6499,2.89,3.109,2,3,82.28,10,2,23,0
TCMC1786,C30H48O3,Oleanolic_Acid,456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
TCMC1787,C30H46O3,Oleanonic Acid,454.34,2.6995,4.43,8.445,3,1,54.37,9,5,33,1
TCMC1839,C7H6O3,Paraben,138.03,-0.7001,1.9,1.07,2,2,57.53,3,1,10,0
TCMC1957,C20H19NO5,Protopine,353.13,-0.4401,3,1.86,2,0,57.23,1,5,26,0
TCMC2016,C17H20N4O6,Riboflavin,376.14,-2.2465,2.23,0.067,10,5,158.54,12,3,27,0
TCMC2051,C10H8O4,Scopoletin,192.04,-0.2421,2.12,1.088,1,1,55.76,3,2,14,0
TCMC2106,C19H21NO4,Stepholidine,327.15,-0.7202,3,1.51,1,2,62.16,6,4,24,0
TCMC2119,C9H10O5,Syringic Acid,198.05,-0.8037,1.9,0.182,2,2,75.99,7,1,14,0
TCMC2216,C30H48O3,Ursolic Acid,456.36,1.4838,4.43,8.954,3,2,57.53,10,5,33,1
TCMC2217,C30H46O3,Ursonic Acid,454.34,2.0535,4.43,8.347,3,1,54.37,9,5,33,1
TCMC2222,C8H8O4,Vanillic Acid,168.04,-0.7519,1.9,0.626,2,2,66.76,5,1,12,0
TCMC2230,C27H30O15,Vicenin-2,594.16,-6.3559,2.78,-2.583,11,11,267.29,16,5,42,2
TCMC2232,C29H50O2,Vitamin E,430.38,3.2935,4.43,10.938,0,1,29.46,21,2,31,2
TCMC2233,C21H20O10,Vitexin,432.11,-4.1202,2.67,-0.508,6,7,177.14,10,4,31,1
TCMC2238,C5H4N4O2,Xanthine,152.03,-1.341,1.35,-1.065,4,3,94.92,2,2,11,0
TCMC2383,C20H23NO4,Magnoflorine,342.17,-1.9843,3.11,1.008,0,2,58.92,8,4,25,0
TCMC2491,C3H6O2,Propionic Acid,74.04,-0.1537,1.57,0.173,2,1,37.3,3,0,5,0
TCMC2580,C30H26O12,Procyanidin B2,578.14,-5.1813,3.44,0.165,2,10,220.76,13,6,42,1
TCMC2844,C4H6O5,Malic Acid,132.0058732,-2.4178,1.35,-2.436,5,1,100.49,3,0,9,0
TCMC2883,C6H12O6,"D-Glucose,Glucose",180.0633881,-2.5134,1.46,-1.697,6,5,110.38,1,1,12,0
TCMC2885,C6H12O6,Fructose,180.0633881,-3.0134,1.46,-3.839,6,5,118.22,5,0,12,0
TCMC2895,C4H8N2O3,Asparagine,132.0534921,-3.1186,1.35,-2.216,4,2,110.86,3,0,9,0
TCMC2990,C19H21NO2,Nuciferine,296.1650539,-1.166,3.22,3.81,0,1,22.9,2,4,22,0
TCMC3362,C18H19NO3,Stepharine,298.1443185,-1.1797,3,1.535,1,1,52.14,2,4,22,0
TCMC3448,C22H22O10,Swertisin,446.1212969,-3.3447,2.78,-0.43,6,6,156.91,4,4,32,1
TCMC3537,C28H32O15,Spinosin,608.1741203,-5.2662,2.89,-1.943,14,9,236.06,7,5,43,2
TCMC3588,C17H17NO2,Asimilobine,268.1337538,-1.6768,3,3.323,0,2,46.07,1,4,20,0
TCMC3649,C58H94O26,Jujuboside A,1206.603333,-5.3921,4.98,1.036,26,14,393.98,13,11,84,3
TCMC3717,C18H19NO3,Stepharine,298.1443185,-1.1797,3,1.535,1,1,52.14,2,4,22,0
TCMC3740,C4H6O5,Malic Acid,132.0058732,-2.4178,1.35,-2.436,5,1,100.49,3,0,9,0
TCMC3811,C27H44O,Desmosterol,384.339216,2.8261,4.32,9.661,1,1,20.23,4,4,28,1
TCMC3864,C51H80O18,Ziziphin,980.5344657,-1.1508,5.09,5.621,18,6,247.82,11,9,69,4
TCMC3967,C30H46O4,Alphitolic Acid,469.3317849,1.4361,4.32,6.845,4,2,80.59,2,5,34,1
TCMC4285,C13H20O3,Vomifoliol,224.1412445,0.7559,2.56,0.644,3,2,57.53,2,1,16,0
TCMC514,C10H13N5O3,5-(6-Aminopurin-9-Yl)-2-(Hydroxymethyl)Oxolan-3-Ol,251.1,-2.0564,1.68,-1.208,8,3,119.31,5,3,18,0
TCMC5265,C19H30O8,"Roseoside,Skimmin",386.1940679,-0.991,2.67,-0.464,8,5,136.68,5,2,27,0
TCMC5266,C30H46O3,Betulonic Acid,453.3368703,2.2414,4.43,8.319,3,0,57.2,2,5,33,1
TCMC529,C21H20O10,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-6-[3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Chromen-4-One",432.11,-4.1202,2.67,-0.508,6,7,177.14,10,4,31,1
TCMC5839,C19H28O11,Zizybeosidei,432.1631617,-3.9425,2.34,-0.236,11,7,178.53,7,3,30,2
TCMC6143,C39H54O6,3-O-(Trans-P-Coumaroyl)-Maslinic Acid,617.3842144,1.4993,5.09,10.036,5,2,106.89,5,6,45,1
TCMC6447,C38H40O18,6'-Feruloylspinosin,784.2214644,-5.048,3.66,-0.321,15,9,271.59,12,6,56,3
TCMC6515,C47H76O17,Zizyphussaponin Ii,912.508251,-2.409,4.76,3.867,17,9,255.91,8,9,64,2
TCMC673,C29H50O2,Alpha-Tochopherol,430.38,3.2935,4.43,10.938,0,1,29.46,21,2,31,2
TCMC675,C30H48O4,Alphitolic Acid,472.36,2.1268,4.32,8.595,4,3,77.76,11,5,34,1
TCMC6759,C25H38O16,Zizybeosideii,594.2159851,-5.6894,2.45,-1.773,16,10,257.68,10,4,41,2
TCMC7045,C39H54O6,3-O-(Cis-P-Coumaroyl)-Maslinic Acid,617.3842144,1.4993,5.09,10.036,5,2,106.89,5,6,45,1
TCMC7165,C37H38O17,6'-P-Coumaroylspinosin,754.2108998,-4.9962,3.66,0.334,15,9,262.36,11,6,54,3
TCMC7236,C30H44O3,Zizyberenalic Acid,451.3212202,2.4878,4.43,8.64,3,0,57.2,3,5,33,1
TCMC7254,C52H84O21,Jujuboside B,1044.55051,-3.6452,4.87,2.573,21,11,314.83,10,10,73,2
TCMC7255,C58H94O26,Jujuboside A,1206.603333,-5.3921,4.98,1.036,26,14,393.98,13,11,84,3
TCMC759,C22H44O2,Behenic Acid,340.33,-5.6257,3.66,10.984,2,1,37.3,22,0,24,2
TCMC804,C30H48O3,Betulinic Acid,456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
TCMC805,C30H46O3,Betunolic Acid,454.34,2.9192,4.43,8.8,3,1,54.37,9,5,33,1
TCMC880,C6H6O2,Catechol,110.04,-0.9206,1.9,1.299,0,2,40.46,2,1,8,0
TCMC888,C10H12N5O7P,Cgmp,345.05,-1.542,1.13,-2.712,12,5,181.32,4,4,23,1
TCMC910,C16H12O6,Chrysoeriol,300.06,-1.9363,2.56,1.123,1,3,96.22,6,3,22,0
TCMC933,C30H46O4,Colubrinic Acid,470.34,2.238,4.32,8.733,4,2,74.6,11,5,34,1
TCMC943,C30H48O4,Corosolic Acid,472.36,1.2611,4.32,8.142,4,3,77.76,11,5,34,1
TCMC950,C15H8O5,Coumestrol,268.04,-1.1658,2.56,1.952,1,2,79.9,2,4,20,0
TCMC967,C10H12N5O6P,Cyclic Adenosine Monophosphate,329.05,-1.6059,1.24,-2.878,11,3,164.65,4,4,22,1
TCMC1144,C4H8O2,Ethyl Acetate,88.05,0.2715,1.68,0.664,2,0,26.3,4,0,6,0
TCMC1174,C15H10O6,Fisetin,286.05,-2.3409,2.45,2.344,2,4,107.22,5,3,21,0
TCMC1322,C21H26O6,Hexahydrocurcumin,374.17,-1.8923,3.11,1.983,2,3,96.22,15,2,27,0
TCMC1385,C4H10O,Isobutanol,74.07,0.1242,1.79,0.579,1,1,20.23,4,0,5,0
TCMC1391,C32H22O10,Isoginkgetin,566.12,-2.952,3.88,3.34,2,4,151.98,11,6,42,0
TCMC1417,C8H8O3,Isovanillin,152.05,-0.7045,2.01,1.04,1,1,46.53,4,1,11,0
TCMC1541,C13H16N2O2,Melatonin,232.12,-0.5009,2.45,1.76,3,2,57.61,7,2,17,0
TCMC156,C18H34O,(E)-Octadec-9-Enal,266.26,-2.2953,3.33,8.606,1,0,17.07,16,0,19,2
TCMC1563,C6H12O,Methyl Isobutyl Ketone,100.09,0.3538,2.01,1.515,1,0,17.07,5,0,7,0
TCMC1597,C15H10O7,Morin,302.04,-2.8012,2.34,0.952,2,5,127.45,6,3,22,0
TCMC1632,C21H23NO4,,353.16,0.1755,3.22,2.52,1,0,40.16,9,4,26,0
TCMC173,C17H26O4,(S)-6-Gingerol,294.18,-2.2553,2.89,2.887,2,2,66.76,14,1,21,0
TCMC1751,C9H20,Nonane,128.16,-1.9134,2.45,5.461,0,0,0,8,0,9,1
TCMC1785,C18H35NO,Oleamide,281.27,-2.1845,3.22,8.598,2,2,44.08,17,0,20,2
TCMC1805,C2H2O2,Oxaldehyde,58.01,0.7362,1.46,-0.526,2,0,34.14,1,0,4,0
TCMC1871,C6H6O,Phenol,94.04,-0.4603,2.01,2.044,0,1,20.23,1,1,7,0
TCMC1944,C3H6O,Propionaldehyde,58.04,-0.1063,1.68,0.587,1,0,17.07,2,0,4,0
TCMC2070,C17H24O3,Shogaol,276.17,-0.8747,3,4.225,1,1,46.53,12,1,20,0
TCMC2182,C20H40O,Trans-Phytol,296.31,1.7816,3.55,8.949,1,1,20.23,19,0,21,2
TCMC2186,C30H62,Triacontane,422.49,-7.9614,4.76,17.41,0,0,0,29,0,30,2
TCMC2311,C21H24O5,"1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hept-4-En-3-One",356.16,-0.5117,3.22,3.321,1,2,75.99,13,2,26,0
TCMC2316,C21H22O4,4'-Methoxyglabridin,338.15,0.2683,3.33,3.726,0,1,47.92,6,4,25,0
TCMC2328,C15H22O,Xanthorrizol,218.17,2.3825,3,5.483,0,1,20.23,9,1,16,1
TCMC2335,C17H22O3,"4-Hydroxy-3,5-Bis(3-Methylbut-2-Enyl)Benzoic Acid",274.16,3.0547,3,4.01,2,2,57.53,11,1,20,0
TCMC2402,C15H14O2,4-[(Z)-2-(3-Methoxyphenyl)Ethenyl]Phenol,226.1,-0.0443,2.89,5.129,0,1,29.46,5,2,17,1
TCMC2425,C24H30O4,Farnesiferol A,382.21,1.2423,3.66,5.11,2,1,55.76,7,4,28,1
TCMC2450,C16H14O4,Pinostrobin,270.09,-0.9456,2.78,3.012,1,1,55.76,4,3,20,0
TCMC2493,C20H40O,"3,7,11,15-Tetramethylhexadec-2-En-1-Ol",296.31,1.7816,3.55,8.949,1,1,20.23,19,0,21,2
TCMC2497,C15H20O3,Santamarin,248.14,1.1827,2.78,1.34,3,1,46.53,3,3,18,0
TCMC2519,C41H28O27,Geraniin,952.08,-7.4549,3,-2.334,15,14,450.25,17,9,68,2
TCMC2652,C20H30O3,Aframodial,318.22,0.9264,3.33,5.062,3,0,46.67,8,3,23,1
TCMC2689,C21H22O6,"1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hept-1-Ene-3,5-Dione",370.14,-1.0587,3.11,2.595,2,2,93.06,13,2,27,0
TCMC2761,C16H28O2,"(5Z,9Z)-14-Methylpentadeca-5,9-Dienoic Acid",252.21,2.0055,3,6.477,2,1,37.3,14,0,18,2
TCMC2799,C21H26O5,"1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Heptan-3-One",358.18,-1.6696,3.22,3.435,1,2,75.99,14,2,26,0
TCMC2839,C8H18,N-Octane,114.1408506,-1.6254,2.34,4.892,0,0,0,5,0,8,0
TCMC2843,C8H16O,Octanal,128.1201151,-1.5463,2.23,3.432,1,0,17.07,6,0,9,0
TCMC2851,C3H4O2,Methylglyoxal,72.02112937,0.1142,1.57,-0.345,2,0,34.14,1,0,5,0
TCMC2855,C3H8O,N-Propanol,60.05751488,-0.6854,1.68,0.282,1,1,20.23,1,0,4,0
TCMC2941,C5H10O2,Ethylpropionate,102.0680796,0.3477,1.79,0.917,2,0,26.3,3,0,7,0
TCMC2981,C7H16,Heptane,100.1252005,-1.3374,2.23,4.323,0,0,0,4,0,7,0
TCMC2984,C4H10S,Diethyl Sulfide,90.05032132,1.296,1.79,2.027,0,0,25.3,2,0,5,0
TCMC3028,C10H16,"3-Isopropyl-6-Methylenecyclohex-1-Ene,3-Methylene-6-(1-Methylethyl)-Cyclohexene,Β-Phellandrene",136.1252005,1.5645,2.56,4.472,0,0,0,1,1,10,0
TCMC3036,C10H16,"Terpinolene,Α-Terpinolene",136.1252005,2.7208,2.56,3.326,0,0,0,0,1,10,0
TCMC3039,C5H10O,Isovaleraldehyde,86.07316494,0.4153,1.9,1.664,1,0,17.07,2,0,6,0
TCMC3082,C9H18O,Nonan-2-One,142.1357652,-1.6078,2.34,3.283,1,0,17.07,6,0,10,0
TCMC3099,C10H16,"6,6-Dimethyl-2-Methylenebicyclo[3.1.1]Heptane,Β-Pinene",136.1252005,1.3695,2.56,4.222,0,0,0,0,1,10,0
TCMC3136,C5H12S,Ethylisopropyl Sulfide,104.0659714,0.9955,1.9,2.324,0,0,25.3,2,0,6,0
TCMC3161,C11H14O3,Zingerone,194.0942943,-0.6688,2.34,1.241,1,1,46.53,4,1,14,0
TCMC3193,C10H18O,Fenchyl Alcohol,154.1357652,1.0088,2.45,2.312,1,1,20.23,0,2,11,0
TCMC3212,C4H8S,Methyl Allyl Sulfide,88.03467126,1.412,1.79,1.661,0,0,25.3,2,0,5,0
TCMC3310,C15H26O,Beta-Eudesmol,222.1983655,0.6981,3,4.83,1,1,20.23,1,2,16,0
TCMC3318,C15H26O,Elemol,222.1983655,2.2108,3,4.711,1,1,20.23,3,1,16,0
TCMC3321,C10H16,D-Camphene,136.1252005,1.3875,2.56,4.024,0,0,0,0,2,10,0
TCMC3328,C15H24,Zingiberene,204.1878008,3.3391,3.11,6.354,0,0,0,4,1,15,1
TCMC3335,C12H20O2,"Acetylborneol,Bornyl Acetate,L-Bornyl Acetate",196.1463299,1.3223,2.56,3.474,2,0,26.3,2,2,14,0
TCMC3346,C17H26O3,6-Paradol,278.1881947,-2.0326,3,4.339,1,1,46.53,10,1,20,0
TCMC3393,C10H20O,Citronellol,156.1514153,1.4641,2.45,3.286,1,1,20.23,5,0,11,0
TCMC3469,C22H30O7,"(3R,5S)-3,5-Dihydroxy-1-(4-Hydroxy-3,5-Dimethoxyphenyl)-7-(4-Hydroxy-3-Methoxyphenyl)Heptane",406.1991533,-2.8366,3.11,1.948,2,4,108.61,11,2,29,1
TCMC3615,C17H24O4,6-Gingerdione,292.1674592,-1.6856,2.89,3.247,2,1,63.6,10,1,21,0
TCMC3633,C21H34O4,10-Gingerol,350.2457096,-3.4073,3.33,5.163,2,2,66.76,14,1,25,2
TCMC3802,C6H11NO2,Pipecolic Acid,129.0789786,-3.371,1.79,-0.196,2,1,56.74,1,1,9,0
TCMC3825,C10H16,Α-Pinene,136.1252005,1.5162,2.56,4.177,0,0,0,0,1,10,0
TCMC3884,C15H22,"Α-Curcumene,Α-Curcumene(R-)",202.1721507,2.8428,3.11,7.712,0,0,0,4,1,15,1
TCMC3898,C10H16,Carene-3,136.1252005,2.1434,2.56,4.181,0,0,0,0,2,10,0
TCMC3921,C17H26O4,[6]-Gingerol,294.1831093,-2.2553,2.89,2.887,2,2,66.76,10,1,21,0
TCMC3942,C10H16,Β-Phellandrene,136.1252005,1.5645,2.56,4.472,0,0,0,1,1,10,0
TCMC3995,C10H18,Δ1(7)-Menthene,138.1408506,1.4147,2.56,4.59,0,0,0,1,1,10,0
TCMC4014,C10H16O,Perilal,152.1201151,1.5331,2.45,3.016,1,0,17.07,2,1,11,0
TCMC4101,C10H16,Thujene,136.1252005,1.6288,2.56,4.177,0,0,0,1,2,10,0
TCMC4128,C25H32O8,"(3S,5S)-3,5-Diacetoxy-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Heptane",460.209718,-2.0266,3.33,3.872,4,2,111.52,14,2,33,1
TCMC4162,C10H18O,Borneol,154.1357652,0.9432,2.45,2.734,1,1,20.23,0,2,11,0
TCMC4190,C7H16O,2-Heptanol,116.1201151,-1.5601,2.12,2.449,1,1,20.23,4,0,8,0
TCMC4248,C15H22,"1-(1,5-Dimethyl-4-Hexenyl)-4-Methyl Benzene,Α-Curcumene",202.1721507,2.8428,3.11,7.712,0,0,0,4,1,15,1
TCMC4281,C19H30O4,8-Gingerol,322.2144094,-2.8313,3.11,4.025,2,2,66.76,12,1,23,1
TCMC43,C21H20O6,"(1E,6E)-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hepta-1,6-Diene-3,5-Dione",368.13,-0.7948,3.11,2.847,2,2,93.06,12,2,27,0
TCMC4336,C15H24,"(1R,9S)-4,11,11-Trimethyl-8-Methylenebicyclo[7.2.0]Undec-4-Ene,Caryophellene,Β-Caryophyllene",204.1878008,3.2289,3.11,6.044,0,0,0,0,2,15,1
TCMC4339,C15H26O,E-Nerolidol,222.1983655,3.7014,3,4.29,1,1,20.23,7,0,16,0
TCMC4341,C10H16,Trans-Beta-Ocimene,136.1252005,3.2403,2.56,4.314,0,0,0,3,0,10,0
TCMC4416,C10H16O,Camphor,152.1201151,0.9693,2.45,2.127,1,0,17.07,0,2,11,0
TCMC4556,C15H24,Β-Farnesene,204.1878008,4.3258,3.11,5.992,0,0,0,7,0,15,1
TCMC4583,C22H26O6,Gingerenone B,386.1729386,-0.5635,3.22,2.877,1,2,85.22,10,2,28,0
TCMC4584,C20H22O4,Gingerenone C,326.1518092,-0.4599,3.22,3.976,1,2,66.76,8,2,24,0
TCMC4657,C22H26O6,Isogingerenone B,386.1729386,-0.5635,3.22,2.877,1,2,85.22,10,2,28,0
TCMC4718,C25H32O8,"Meso-3,5-Diacetoxy-1,7-Bis-(4-Hydroxy-3-Methoxyphenyl) Heptane",460.209718,-2.0266,3.33,3.872,4,2,111.52,14,2,33,1
TCMC473,C10H16O,"4,7,7-Trimethylbicyclo[2.2.1]Heptan-3-One",152.12,0.9693,2.45,2.127,1,0,17.07,3,2,11,0
TCMC4820,C10H16,"(Z)-3,7-Dimethyl-1,3,6-Octatriene ,Β-Cis-Ocimene",136.1252005,3.2403,2.56,4.314,0,0,0,3,0,10,0
TCMC491,C24H34N4O5S,4-Ethyl-3-Methyl-N-[2-[4-[(4-Methylcyclohexyl)Carbamoylsulfamoyl]Phenyl]Ethyl]-5-Oxo-2H-Pyrrole-1-Carboxamide,490.22,0.2885,3,4.487,9,3,140.04,14,3,34,0
TCMC4929,C10H18O,"(R)-P-Menth-1-En-4-Ol,Terpinen-4-Ol",154.1357652,1.1223,2.45,1.947,1,1,20.23,1,1,11,0
TCMC493,C8H10O2,4-Ethylresorcinol,138.07,-0.6137,2.12,1.551,0,2,40.46,4,1,10,0
TCMC495,C7H6O2,4-Hydroxybenzaldehyde,122.04,-0.6527,2.01,1.484,1,1,37.3,2,1,9,0
TCMC5032,C10H18O,"(1R,2R,4R)-1,7,7-Trimethylbicyclo[2.2.1]Heptan-2-Ol,Isoborneol,L-Isoborneol",154.1357652,0.9432,2.45,2.734,1,1,20.23,0,2,11,0
TCMC5074,C15H24,Α-Bergamotene,204.1878008,2.7484,3.11,6.104,0,0,0,3,1,15,1
TCMC5086,C15H24,"(1S,2S)-2-Isopropenyl-4-Isopropylidene-1-Methyl-1-Vinylcyclohexane,Γ-Elemene",204.1878008,3.8093,3.11,5.479,0,0,0,2,1,15,1
TCMC5099,C15H20O2,Furanogermenone,232.1463299,2.3003,2.89,2.369,1,0,30.21,0,2,17,0
TCMC5142,C16H28O,Zingiberol,236.2140155,0.7605,3.11,5.61,1,1,20.23,2,2,17,1
TCMC5164,C12H22O2,Citronellyl Acetate,198.1619799,1.8432,2.56,4.026,2,0,26.3,7,0,14,0
TCMC5168,C15H24O,Β-Santalol,220.1827154,1.529,3,4.07,1,1,20.23,4,2,16,0
TCMC5175,C15H24,"Beta-Elemene,Β-Elemene",204.1878008,3.2309,3.11,6.071,0,0,0,3,1,15,1
TCMC5185,C10H18O,D-Isoborneol,154.1357652,0.9432,2.45,2.734,1,1,20.23,0,2,11,0
TCMC5325,C15H24,"(S)-1-Methyl-4-(6-Methylhepta-1,5-Dien-2-Yl)Cyclohex-1-Ene,Β-Bisabolene",204.1878008,3.3746,3.11,5.551,0,0,0,4,1,15,1
TCMC545,C17H26O4,5-Hydroxy-1-(4-Hydroxy-3-Methoxyphenyl)Decan-3-One,294.18,-2.2553,2.89,2.887,2,2,66.76,14,1,21,0
TCMC546,C16H24O3,5-Hydroxy-1-(4-Hydroxyphenyl)Decan-3-One,264.17,-2.2035,2.89,3.542,2,2,57.53,12,1,19,0
TCMC5523,C15H24,Alloaromadendrene,204.1878008,2.1549,3.11,6.544,0,0,0,0,3,15,1
TCMC5572,C10H18O,2-Caraneol,154.1357652,0.9795,2.45,2.636,1,1,20.23,0,2,11,0
TCMC5590,C15H24,Β-Cedrene,204.1878008,1.8851,3.11,6.642,0,0,0,0,3,15,1
TCMC5607,C20H30O3,Galanolactone,318.2194948,1.4525,3.33,5.307,3,0,38.83,2,4,23,1
TCMC58,C10H16O2,"(2E)-3,7-Dimethylocta-2,6-Dienoic Acid",168.12,2.4419,2.34,2.62,2,1,37.3,8,0,12,0
TCMC5885,C15H24,Copaene,204.1878008,1.7635,3.11,6.499,0,0,0,1,1,15,1
TCMC5967,C15H24,Zonarene,204.1878008,2.2988,3.11,5.643,0,0,0,1,2,15,1
TCMC598,C21H22O4,"9-[(2E)-3,7-Dimethylocta-2,6-Dienoxy]Furo[3,2-G]Chromen-7-One",338.15,2.7618,3.33,4.713,1,0,48.67,9,3,25,0
TCMC607,C2H4O,Acetaldehyde,44.03,-0.1825,1.57,0.334,1,0,17.07,1,0,3,0
TCMC611,C3H6O2,Acetic Acid Methyl Ester,74.04,0.0211,1.57,0.241,2,0,26.3,3,0,5,0
TCMC6110,C10H18O,3-Caraneol,154.1357652,1.1135,2.45,2.967,1,1,20.23,0,2,11,0
TCMC612,C3H6O,Acetone,58.04,-0.244,1.68,0.185,1,0,17.07,2,0,4,0
TCMC6401,C22H28O7,"1,5-Epoxy-3-Hydroxy-1-(4-Hydroxy-3,5-Dimethoxyphenyl)-7-(4-Hydroxy-3-Methoxyphenyl)Heptane",404.1835032,-2.6432,3.11,1.936,2,3,97.61,7,3,29,0
TCMC6422,C10H16,Β-Fenchene,136.1252005,1.5187,2.56,4.222,0,0,0,0,2,10,0
TCMC6566,C17H22O4,6-Dehydrogingerdione,289.1439842,-1.8517,2.89,3.604,2,1,69.59,8,1,21,0
TCMC6569,C21H30O4,10-Dehydrogingerdione,345.2065844,-3.0037,3.33,5.88,2,1,69.59,12,1,25,2
TCMC6773,C15H22O4,[4]-Gingerol,266.1518092,-1.6793,2.67,1.749,2,2,66.76,8,1,19,0
TCMC6828,C23H28O7,"(5S)-5-Acetoxy-1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Heptan-3-One",416.1835032,-1.5132,3.22,2.723,3,2,102.29,12,2,30,1
TCMC6857,C10H18,Δ3-Menthene,138.1408506,1.3589,2.56,4.436,0,0,0,1,1,10,0
TCMC6941,C12H20O2,4-Methyl-1-(1-Methylethyl)-3-Cyclohexen-1-Ol-Acetate,196.1463299,1.5014,2.56,2.687,2,0,26.3,3,1,14,0
TCMC6965,C19H28O5,6-Acetyl Gingerol,336.193674,-1.8762,3,3.627,3,1,72.83,12,1,24,1
